Language_ID,Parameter_ID,Value,Name,Family
baj,90A,Noun-Relative clause,Bajau (Sama),Austronesian
bam,90A,Correlative,Bambara,Mande
baq,90A,Noun-Relative clause,Baure,Arawakan
bar,90A,Noun-Relative clause,Bari,Eastern Sudanic
baw,90A,Mixed,Bawm,Sino-Tibetan
bbl,90A,Noun-Relative clause,Babole,Niger-Congo
bbu,90A,Noun-Relative clause,Barambu,Niger-Congo
bco,90A,Noun-Relative clause,Bella Coola,Salishan
bej,90A,Noun-Relative clause,Beja,Afro-Asiatic
bel,90A,Relative clause-Noun,Belhare,Sino-Tibetan
bfg,90A,Noun-Relative clause,Berber (Figuig),Afro-Asiatic
bfi,90A,Noun-Relative clause,Bafia,Niger-Congo
bgr,90A,Noun-Relative clause,Bagiro,Central Sudanic
bid,90A,Noun-Relative clause,Bidiya,Afro-Asiatic
bii,90A,Noun-Relative clause,Biri,Pama-Nyungan
bik,90A,Noun-Relative clause,Biak,Austronesian
bil,90A,Mixed,Bilua,Solomons East Papuan
bio,90A,Noun-Relative clause,Nai,Kwomtari
bir,90A,Noun-Relative clause,Birom,Niger-Congo
bka,90A,Noun-Relative clause,Baka (in South Sudan),Central Sudanic
bkr,90A,Noun-Relative clause,Batak (Karo),Austronesian
bku,90A,Noun-Relative clause,Bakueri,Niger-Congo
bla,90A,Mixed,Blackfoot,Algic
blr,90A,Noun-Relative clause,Belorussian,Indo-European
blt,90A,Relative clause-Noun,Balti,Sino-Tibetan
bma,90A,Noun-Relative clause,Berber (Middle Atlas),Afro-Asiatic
bmb,90A,Noun-Relative clause,Bimoba,Niger-Congo
bni,90A,Noun-Relative clause,Bini,Niger-Congo
bob,90A,Noun-Relative clause,Bobangi,Niger-Congo
bod,90A,Relative clause-Noun,Bodo,Sino-Tibetan
bok,90A,Noun-Relative clause,Boko,Mande
bre,90A,Noun-Relative clause,Breton,Indo-European
brf,90A,Noun-Relative clause,Berber (Rif),Afro-Asiatic
brh,90A,Noun-Relative clause,Brahui,Dravidian
brl,90A,Relative clause-Noun,Baragaunle,Sino-Tibetan
brm,90A,Relative clause-Noun,Burmese,Sino-Tibetan
brn,90A,Noun-Relative clause,Burunge,Afro-Asiatic
brp,90A,Noun-Relative clause,Barupu,Skou
brs,90A,Noun-Relative clause,Barasano,Tucanoan
bsh,90A,Noun-Relative clause,Bushoong,Niger-Congo
bsk,90A,Relative clause-Noun,Bashkir,Altaic
bsr,90A,Noun-Relative clause,Basari,Niger-Congo
btk,90A,Noun-Relative clause,Bontok,Austronesian
bto,90A,Noun-Relative clause,Batak (Toba),Austronesian
bud,90A,Noun-Relative clause,Buduma,Afro-Asiatic
bug,90A,Noun-Relative clause,Bugis,Austronesian
bul,90A,Noun-Relative clause,Bulgarian,Indo-European
bum,90A,Noun-Relative clause,Buma,Austronesian
bus,90A,Noun-Relative clause,Busa,Mande
buu,90A,Noun-Relative clause,Buru,Austronesian
bvi,90A,Noun-Relative clause,Bali-Vitu,Austronesian
bwc,90A,Noun-Relative clause,Bajau (West Coast),Austronesian
bya,90A,Mixed,Byansi,Sino-Tibetan
cah,90A,Noun-Relative clause,Cahuilla,Uto-Aztecan
cak,90A,Noun-Relative clause,Cakchiquel,Mayan
cav,90A,Noun-Relative clause,Cavineña,Tacanan
cax,90A,Noun-Relative clause,Campa (Axininca),Arawakan
ccm,90A,Noun-Relative clause,Chinantec (Comaltepec),Oto-Manguean
cct,90A,Internally headed,Choctaw,Muskogean
cde,90A,Noun-Relative clause,Carib (De'kwana),Cariban
ceb,90A,Noun-Relative clause,Cebuano,Austronesian
cem,90A,Noun-Relative clause,Cèmuhî,Austronesian
cha,90A,Noun-Relative clause,Chamorro,Austronesian
chc,90A,Relative clause-Noun,Chechen,Nakh-Daghestanian
che,90A,Relative clause-Noun,Cherokee,Iroquoian
chg,90A,Mixed,Chang,Sino-Tibetan
chh,90A,Relative clause-Noun,Chaha,Afro-Asiatic
chi,90A,Internally headed,Chimariko,Hokan
chj,90A,Noun-Relative clause,Chuj,Mayan
chk,90A,Mixed,Chukchi,Chukotko-Kamchatkan
chn,90A,Relative clause-Noun,Chantyal,Sino-Tibetan
chp,90A,Noun-Relative clause,Chipewyan,Na-Dene
chq,90A,Noun-Relative clause,Chinantec (Quiotepec),Oto-Manguean
chr,90A,Noun-Relative clause,Chrau,Austro-Asiatic
chs,90A,Relative clause-Noun,Chin (Siyin),Sino-Tibetan
chv,90A,Relative clause-Noun,Chuvash,Altaic
chw,90A,Noun-Relative clause,Cham (Western),Austronesian
cic,90A,Noun-Relative clause,Chichewa,Niger-Congo
cld,90A,Noun-Relative clause,Chaldean (Modern),Afro-Asiatic
cle,90A,Noun-Relative clause,Chinantec (Lealao),Oto-Manguean
cmh,90A,Noun-Relative clause,Chemehuevi,Uto-Aztecan
cml,90A,Relative clause-Noun,Camling,Sino-Tibetan
cmn,90A,Noun-Relative clause,Comanche,Uto-Aztecan
cmr,90A,Internally headed,Chin (Mara),Sino-Tibetan
cmy,90A,Noun-Relative clause,Chontal Maya,Mayan
cnl,90A,Mixed,Canela,Macro-Ge
cnm,90A,Noun-Relative clause,Canamarí,Katukinan
cnt,90A,Relative clause-Noun,Cantonese,Sino-Tibetan
coo,90A,Noun-Relative clause,Coos (Hanis),Oregon Coast
cop,90A,Noun-Relative clause,Coptic,Afro-Asiatic
cor,90A,Noun-Relative clause,Cora,Uto-Aztecan
cpl,90A,Noun-Relative clause,Chinantec (Palantla),Oto-Manguean
cpn,90A,Relative clause-Noun,Chepang,Sino-Tibetan
cpy,90A,Relative clause-Noun,Chipaya,Uru-Chipaya
crn,90A,Noun-Relative clause,Cornish,Indo-European
cso,90A,Noun-Relative clause,Chatino (Sierra Occidental),Oto-Manguean
ctl,90A,Noun-Relative clause,Catalan,Indo-European
cub,90A,Noun-Relative clause,Cubeo,Tucanoan
cya,90A,Noun-Relative clause,Chatino (Yaitepec),Oto-Manguean
cze,90A,Noun-Relative clause,Czech,Indo-European
dag,90A,Noun-Relative clause,Daga,Dagan
dan,90A,Noun-Relative clause,Dan,Mande
day,90A,Noun-Relative clause,Day,Niger-Congo
ddj,90A,Noun-Relative clause,Dadjriwalé,Niger-Congo
dds,90A,Internally headed,Donno So,Dogon
deg,90A,Noun-Relative clause,Degema,Niger-Congo
des,90A,Noun-Relative clause,Desano,Tucanoan
dgr,90A,Relative clause-Noun,Dagur,Altaic
dhi,90A,Relative clause-Noun,Dhivehi,Indo-European
dhm,90A,Relative clause-Noun,Dhimal,Sino-Tibetan
did,90A,Noun-Relative clause,Didinga,Eastern Sudanic
die,90A,Internally headed,Diegueño (Mesa Grande),Hokan
dig,90A,Relative clause-Noun,Digaro,Sino-Tibetan
din,90A,Noun-Relative clause,Dinka,Eastern Sudanic
dio,90A,Noun-Relative clause,Diola-Fogny,Niger-Congo
diy,90A,Adjoined,Diyari,Pama-Nyungan
djm,90A,Noun-Relative clause,Djambarrpuyngu,Pama-Nyungan
dlm,90A,Mixed,Dla (Menggwa),Senagi
dms,90A,Relative clause-Noun,Dimasa,Sino-Tibetan
dni,90A,Noun-Relative clause,Dani (Lower Grand Valley),Trans-New Guinea
dom,90A,Noun-Relative clause,Domari,Indo-European
doy,90A,Noun-Relative clause,Doyayo,Niger-Congo
dre,90A,Noun-Relative clause,Drehu,Austronesian
drg,90A,Relative clause-Noun,Dargwa,Nakh-Daghestanian
drm,90A,Mixed,Darma,Sino-Tibetan
dsh,90A,Noun-Relative clause,Danish,Indo-European
duk,90A,Noun-Relative clause,Duka,Niger-Congo
dut,90A,Noun-Relative clause,Dutch,Indo-European
dyi,90A,Noun-Relative clause,Dyirbal,Pama-Nyungan
efi,90A,Noun-Relative clause,Efik,Niger-Congo
egn,90A,Noun-Relative clause,Engenni,Niger-Congo
eip,90A,Relative clause-Noun,Eipo,Trans-New Guinea
emb,90A,Noun-Relative clause,Emberá (Northern),Choco
eme,90A,Noun-Relative clause,Émérillon,Tupian
eng,90A,Noun-Relative clause,English,Indo-European
eno,90A,Noun-Relative clause,Enggano,Austronesian
epe,90A,Internally headed,Epena Pedee,Choco
erk,90A,Noun-Relative clause,Efate (South),Austronesian
err,90A,Noun-Relative clause,Erromangan,Austronesian
est,90A,Noun-Relative clause,Estonian,Uralic
eud,90A,Noun-Relative clause,Eudeve,Uto-Aztecan
eve,90A,Relative clause-Noun,Evenki,Altaic
evn,90A,Relative clause-Noun,Even,Altaic
ewe,90A,Noun-Relative clause,Ewe,Niger-Congo
ewo,90A,Noun-Relative clause,Ewondo,Niger-Congo
fij,90A,Noun-Relative clause,Fijian,Austronesian
fin,90A,Noun-Relative clause,Finnish,Uralic
fon,90A,Noun-Relative clause,Fongbe,Niger-Congo
fre,90A,Noun-Relative clause,French,Indo-European
fri,90A,Noun-Relative clause,Frisian,Indo-European
fua,90A,Noun-Relative clause,Fulfulde (Adamawa),Niger-Congo
fut,90A,Noun-Relative clause,Futuna-Aniwa,Austronesian
fye,90A,Noun-Relative clause,Fyem,Niger-Congo
gae,90A,Noun-Relative clause,Gaelic (Scots),Indo-European
gah,90A,Mixed,Gahuku,Trans-New Guinea
gal,90A,Relative clause-Noun,Galo,Sino-Tibetan
gam,90A,Relative clause-Noun,Gamo,Afro-Asiatic
gap,90A,Noun-Relative clause,Gapapaiwa,Austronesian
gar,90A,Relative clause-Noun,Garo,Sino-Tibetan
gbb,90A,Noun-Relative clause,Gbeya Bossangoa,Niger-Congo
gel,90A,Noun-Relative clause,Gela,Austronesian
geo,90A,Noun-Relative clause,Georgian,Kartvelian
ger,90A,Noun-Relative clause,German,Indo-European
ghb,90A,Noun-Relative clause,Guahibo,Guahiban
gim,90A,Mixed,Gimira,Afro-Asiatic
gmw,90A,Mixed,Gumawana,Austronesian
gnb,90A,Noun-Relative clause,Gunbalang,Gunwinyguan
gnd,90A,Noun-Relative clause,Ga'anda,Afro-Asiatic
god,90A,Mixed,Godoberi,Nakh-Daghestanian
gok,90A,Noun-Relative clause,Gokana,Niger-Congo
grb,90A,Noun-Relative clause,Grebo,Niger-Congo
grf,90A,Noun-Relative clause,Garífuna,Arawakan
grk,90A,Noun-Relative clause,Greek (Modern),Indo-European
grw,90A,Noun-Relative clause,Greenlandic (West),Eskimo-Aleut
gud,90A,Noun-Relative clause,Gude,Afro-Asiatic
gul,90A,Noun-Relative clause,Gula (in Central African Republic),Central Sudanic
gum,90A,Noun-Relative clause,Gumbaynggir,Pama-Nyungan
gur,90A,Relative clause-Noun,Gurung,Sino-Tibetan
gwa,90A,Noun-Relative clause,Gwari,Niger-Congo
gyc,90A,Relative clause-Noun,Gyarong (Cogtse),Sino-Tibetan
hak,90A,Relative clause-Noun,Hakka,Sino-Tibetan
hal,90A,Noun-Relative clause,Halia,Austronesian
han,90A,Relative clause-Noun,Hani,Sino-Tibetan
har,90A,Mixed,Haruai,Piawi
hat,90A,Noun-Relative clause,Hatam,West Papuan
hau,90A,Noun-Relative clause,Hausa,Afro-Asiatic
haw,90A,Noun-Relative clause,Hawaiian,Austronesian
hay,90A,Relative clause-Noun,Hayu,Sino-Tibetan
hdi,90A,Noun-Relative clause,Hdi,Afro-Asiatic
heb,90A,Noun-Relative clause,Hebrew (Modern),Afro-Asiatic
hei,90A,Noun-Relative clause,Heiltsuk,Wakashan
hhu,90A,Relative clause-Noun,Hanga Hundi,Sepik
hid,90A,Noun-Relative clause,Hidatsa,Siouan
hin,90A,Correlative,Hindi,Indo-European
hix,90A,Noun-Relative clause,Hixkaryana,Cariban
hmo,90A,Noun-Relative clause,Hmong Njua,Hmong-Mien
hna,90A,Noun-Relative clause,Mina,Afro-Asiatic
hnd,90A,Noun-Relative clause,Hunde,Niger-Congo
ho,90A,Relative clause-Noun,Ho,Austro-Asiatic
hoa,90A,Noun-Relative clause,Hoava,Austronesian
hol,90A,Noun-Relative clause,Holoholo,Niger-Congo
hpd,90A,Relative clause-Noun,Hup,Nadahup
htc,90A,Noun-Relative clause,Huastec,Mayan
hua,90A,Relative clause-Noun,Hua,Trans-New Guinea
huc,90A,Noun-Relative clause,=|Hoan,Kxa
hui,90A,Noun-Relative clause,Huichol,Uto-Aztecan
hum,90A,Relative clause-Noun,Huitoto (Murui),Huitotoan
hun,90A,Mixed,Hungarian,Uralic
hup,90A,Noun-Relative clause,Hupa,Na-Dene
hve,90A,Noun-Relative clause,Huave (San Mateo del Mar),Huavean
hwr,90A,Noun-Relative clause,Hawrami,Indo-European
hya,90A,Noun-Relative clause,Haya,Niger-Congo
hzb,90A,Relative clause-Noun,Hunzib,Nakh-Daghestanian
iaa,90A,Noun-Relative clause,Iaai,Austronesian
iau,90A,Noun-Relative clause,Iau,Lakes Plain
iba,90A,Noun-Relative clause,Iban,Austronesian
ice,90A,Noun-Relative clause,Icelandic,Indo-European
idn,90A,Noun-Relative clause,Iduna,Austronesian
ifu,90A,Noun-Relative clause,Ifugao (Batad),Austronesian
igb,90A,Noun-Relative clause,Igbo,Niger-Congo
ign,90A,Noun-Relative clause,Ignaciano,Arawakan
igs,90A,Noun-Relative clause,Ingessana,Eastern Sudanic
ijo,90A,Relative clause-Noun,Ijo (Kolokuma),Ijoid
ik,90A,Noun-Relative clause,Ik,Eastern Sudanic
ika,90A,Internally headed,Ika,Chibchan
ila,90A,Noun-Relative clause,Ila,Niger-Congo
imo,90A,Mixed,Imonda,Border
ind,90A,Noun-Relative clause,Indonesian,Austronesian
ing,90A,Relative clause-Noun,Ingush,Nakh-Daghestanian
iri,90A,Noun-Relative clause,Irish,Indo-European
irq,90A,Noun-Relative clause,Iraqw,Afro-Asiatic
isa,90A,Noun-Relative clause,I'saka,Skou
ita,90A,Noun-Relative clause,Italian,Indo-European
izi,90A,Noun-Relative clause,Izi,Niger-Congo
jab,90A,Noun-Relative clause,Jabêm,Austronesian
jak,90A,Noun-Relative clause,Jakaltek,Mayan
jeb,90A,Noun-Relative clause,Jebero,Cahuapanan
jmo,90A,Noun-Relative clause,Jur Mödö,Central Sudanic
jms,90A,Mixed,Jamsay,Dogon
jng,90A,Relative clause-Noun,Jingpho,Sino-Tibetan
juh,90A,Noun-Relative clause,Ju|'hoan,Kxa
juk,90A,Noun-Relative clause,Jukun,Niger-Congo
kab,90A,Relative clause-Noun,Kabardian,Northwest Caucasian
kam,90A,Noun-Relative clause,Kambera,Austronesian
kan,90A,Noun-Relative clause,Kana,Niger-Congo
kar,90A,Noun-Relative clause,Kara (in Central African Republic),Central Sudanic
kas,90A,Mixed,Kashmiri,Indo-European
kau,90A,Noun-Relative clause,Kaulong,Austronesian
kay,90A,Noun-Relative clause,Kayardild,Tangkic
kbl,90A,Noun-Relative clause,Kabyle,Afro-Asiatic
kbt,90A,Noun-Relative clause,Kabatei,Indo-European
kbw,90A,Noun-Relative clause,Karen (Bwe),Sino-Tibetan
kch,90A,Noun-Relative clause,Koyra Chiini,Songhay
kel,90A,Noun-Relative clause,Kele,Austronesian
kem,90A,Relative clause-Noun,Kemant,Afro-Asiatic
ken,90A,Noun-Relative clause,Kenga,Central Sudanic
ker,90A,Noun-Relative clause,Kera,Afro-Asiatic
kew,90A,Mixed,Kewa,Trans-New Guinea
kfe,90A,Noun-Relative clause,Koromfe,Niger-Congo
kgr,90A,Noun-Relative clause,Kagulu,Niger-Congo
kgy,90A,Relative clause-Noun,Kyirong,Sino-Tibetan
kha,90A,Relative clause-Noun,Khalkha,Altaic
khd,90A,Relative clause-Noun,Kham (Dege),Sino-Tibetan
khg,90A,Relative clause-Noun,Khaling,Sino-Tibetan
khl,90A,Noun-Relative clause,Khalaj,Altaic
khm,90A,Noun-Relative clause,Khmer,Austro-Asiatic
kho,90A,Relative clause-Noun,Nama,Khoe-Kwadi
khr,90A,Mixed,Kharia,Austro-Asiatic
khs,90A,Noun-Relative clause,Khasi,Austro-Asiatic
khw,90A,Relative clause-Noun,Khowar,Indo-European
kik,90A,Noun-Relative clause,Kikuyu,Niger-Congo
kio,90A,Internally headed,Kiowa,Kiowa-Tanoan
kir,90A,Noun-Relative clause,Kirma,Niger-Congo
kis,90A,Noun-Relative clause,Kisi,Niger-Congo
kje,90A,Noun-Relative clause,Koreguaje,Tucanoan
kkp,90A,Relative clause-Noun,Karakalpak,Altaic
kkq,90A,Adjoined,Kuikúro,Cariban
kkt,90A,Noun-Relative clause,Kokota,Austronesian
kku,90A,Relative clause-Noun,Korku,Austro-Asiatic
klg,90A,Mixed,Kulung,Sino-Tibetan
klm,90A,Noun-Relative clause,Klamath,Penutian
klr,90A,Noun-Relative clause,Koluri,Indo-European
klv,90A,Noun-Relative clause,Kilivila,Austronesian
klw,90A,Noun-Relative clause,Kiliwa,Hokan
kma,90A,Noun-Relative clause,Kamaiurá,Tupian
kmb,90A,Doubly headed,Kombai,Trans-New Guinea
kmh,90A,Relative clause-Noun,Kham,Sino-Tibetan
kmj,90A,Noun-Relative clause,Karimojong,Eastern Sudanic
kmk,90A,Relative clause-Noun,Kalmyk,Altaic
kmz,90A,Mixed,Kamasau,Torricelli
knc,90A,Noun-Relative clause,Kugu Nganhcara,Pama-Nyungan
knd,90A,Mixed,Kannada,Dravidian
kni,90A,Noun-Relative clause,Konni,Niger-Congo
knk,90A,Noun-Relative clause,Kanakuru,Afro-Asiatic
knr,90A,Noun-Relative clause,Kanuri,Saharan
knz,90A,Noun-Relative clause,Kham (Tibetan) (Nangchen),Sino-Tibetan
koa,90A,Mixed,Koasati,Muskogean
kob,90A,Mixed,Kobon,Trans-New Guinea
koe,90A,Noun-Relative clause,Koegu,Eastern Sudanic
kol,90A,Relative clause-Noun,Kolami,Dravidian
kos,90A,Noun-Relative clause,Kosraean,Austronesian
koy,90A,Relative clause-Noun,Koya,Dravidian
kpm,90A,Noun-Relative clause,Kapampangan,Austronesian
kpw,90A,Noun-Relative clause,Karen (Pwo),Sino-Tibetan
krb,90A,Noun-Relative clause,Kiribati,Austronesian
krc,90A,Relative clause-Noun,Karachay-Balkar,Altaic
krd,90A,Noun-Relative clause,Kurdish (Central),Indo-European
kre,90A,Noun-Relative clause,Kresh,Central Sudanic
kri,90A,Noun-Relative clause,Kipea,Kariri
krn,90A,Mixed,Korana,Khoe-Kwadi
kro,90A,Noun-Relative clause,Krongo,Kadu
krr,90A,Noun-Relative clause,Kairiru,Austronesian
krw,90A,Mixed,Korowai,Trans-New Guinea
kse,90A,Noun-Relative clause,Koyraboro Senni,Songhay
ksg,90A,Noun-Relative clause,Karen (Sgaw),Sino-Tibetan
ktc,90A,Noun-Relative clause,Katcha,Kadu
kte,90A,Noun-Relative clause,Kete,Niger-Congo
ktl,90A,Noun-Relative clause,Katla,Kordofanian
kty,90A,Relative clause-Noun,Khanty,Uralic
kuv,90A,Relative clause-Noun,Kuvi,Dravidian
kwn,90A,Noun-Relative clause,Kwangali,Niger-Congo
kwo,90A,Relative clause-Noun,Kwoma,Sepik
kws,90A,Noun-Relative clause,Kawaiisu,Uto-Aztecan
kya,90A,Adjoined,Kuku-Yalanji,Pama-Nyungan
kyl,90A,Noun-Relative clause,Kayah Li (Eastern),Sino-Tibetan
kyo,90A,Noun-Relative clause,Kanyok,Niger-Congo
kyq,90A,Noun-Relative clause,Kyuquot,Wakashan
lab,90A,Noun-Relative clause,Labu,Austronesian
lah,90A,Relative clause-Noun,Lahu,Sino-Tibetan
lai,90A,Mixed,Lai,Sino-Tibetan
lal,90A,Mixed,Lalo,Sino-Tibetan
lan,90A,Noun-Relative clause,Lango,Eastern Sudanic
lao,90A,Noun-Relative clause,Lao,Tai-Kadai
lat,90A,Noun-Relative clause,Latvian,Indo-European
lav,90A,Internally headed,Lavukaleve,Solomons East Papuan
lbu,90A,Noun-Relative clause,Lunda,Niger-Congo
lda,90A,Noun-Relative clause,Luganda,Niger-Congo
ldu,90A,Mixed,Lendu,Central Sudanic
leg,90A,Noun-Relative clause,Lega,Niger-Congo
lel,90A,Noun-Relative clause,Lele,Afro-Asiatic
len,90A,Noun-Relative clause,Lenakel,Austronesian
let,90A,Noun-Relative clause,Leti,Austronesian
lew,90A,Noun-Relative clause,Lewo,Austronesian
lez,90A,Relative clause-Noun,Lezgian,Nakh-Daghestanian
lgt,90A,Noun-Relative clause,Logoti,Central Sudanic
lgu,90A,Noun-Relative clause,Longgu,Austronesian
lim,90A,Relative clause-Noun,Limbu,Sino-Tibetan
lis,90A,Relative clause-Noun,Lisu,Sino-Tibetan
lit,90A,Noun-Relative clause,Lithuanian,Indo-European
lkt,90A,Internally headed,Lakhota,Siouan
lmg,90A,Noun-Relative clause,Lamang,Afro-Asiatic
lmh,90A,Noun-Relative clause,Lamaholot,Austronesian
lmn,90A,Relative clause-Noun,Lamani,Indo-European
lmp,90A,Noun-Relative clause,Lampung,Austronesian
lmu,90A,Noun-Relative clause,Lamen,Austronesian
lnd,90A,Noun-Relative clause,Linda,Niger-Congo
lon,90A,Noun-Relative clause,Loniu,Austronesian
lug,90A,Noun-Relative clause,Lugbara,Central Sudanic
lui,90A,Noun-Relative clause,Luiseño,Uto-Aztecan
luo,90A,Noun-Relative clause,Luo,Eastern Sudanic
luv,90A,Noun-Relative clause,Luvale,Niger-Congo
maa,90A,Noun-Relative clause,Maasai,Eastern Sudanic
mab,90A,Noun-Relative clause,Maba,Maban
mac,90A,Mixed,Macushi,Cariban
mad,90A,Noun-Relative clause,Ma'di,Central Sudanic
mai,90A,Mixed,Maithili,Indo-European
maj,90A,Noun-Relative clause,Majang,Eastern Sudanic
mak,90A,Mixed,Makah,Wakashan
mal,90A,Noun-Relative clause,Malagasy,Austronesian
mam,90A,Noun-Relative clause,Mam,Mayan
mao,90A,Noun-Relative clause,Maori,Austronesian
mar,90A,Mixed,Maricopa,Hokan
mas,90A,Noun-Relative clause,Masa,Afro-Asiatic
mau,90A,Noun-Relative clause,Maung,Iwaidjan
maw,90A,Noun-Relative clause,Maninka (Western),Mande
may,90A,Noun-Relative clause,Maybrat,West Papuan
mbm,90A,Noun-Relative clause,Mbum,Niger-Congo
mbr,90A,Noun-Relative clause,Mbara,Afro-Asiatic
mby,90A,Noun-Relative clause,Mbay,Central Sudanic
mco,90A,Noun-Relative clause,Mixe (Coatlán),Mixe-Zoque
mcv,90A,Noun-Relative clause,Mocoví,Guaicuruan
mdg,90A,Noun-Relative clause,Mundang,Niger-Congo
mdo,90A,Noun-Relative clause,Mbodomo,Niger-Congo
mds,90A,Noun-Relative clause,Manadonese,Austronesian
mea,90A,Noun-Relative clause,Meyah,East Bird's Head
mee,90A,Noun-Relative clause,Me'en,Eastern Sudanic
meh,90A,Noun-Relative clause,Mehri,Afro-Asiatic
mei,90A,Relative clause-Noun,Meithei,Sino-Tibetan
mek,90A,Adjoined,Mekens,Tupian
men,90A,Noun-Relative clause,Menomini,Algic
mga,90A,Noun-Relative clause,Mondunga,Niger-Congo
mgg,90A,Relative clause-Noun,Mangghuer,Altaic
mgo,90A,Noun-Relative clause,Mongo,Niger-Congo
mgq,90A,Noun-Relative clause,Mango,Central Sudanic
mgu,90A,Noun-Relative clause,Musgu,Afro-Asiatic
mhi,90A,Relative clause-Noun,Marathi,Indo-European
min,90A,Noun-Relative clause,Minangkabau,Austronesian
miy,90A,Noun-Relative clause,Miya,Afro-Asiatic
mka,90A,Correlative,Mauka,Mande
mkj,90A,Noun-Relative clause,Makasae,Timor-Alor-Pantar
mlg,90A,Noun-Relative clause,Malgwa,Afro-Asiatic
mlu,90A,Noun-Relative clause,Maleu,Austronesian
mmb,90A,Noun-Relative clause,Mangap-Mbula,Austronesian
mmn,90A,Noun-Relative clause,Mamanwa,Austronesian
mna,90A,Noun-Relative clause,Muna,Austronesian
mnd,90A,Relative clause-Noun,Mandarin,Sino-Tibetan
mne,90A,Relative clause-Noun,Maidu (Northeast),Penutian
mng,90A,Noun-Relative clause,Manggarai,Austronesian
mnm,90A,Noun-Relative clause,Manam,Austronesian
mno,90A,Noun-Relative clause,Mono (in United States),Uto-Aztecan
mns,90A,Relative clause-Noun,Mansi,Uralic
moa,90A,Noun-Relative clause,Mono-Alu,Austronesian
mof,90A,Noun-Relative clause,Mofu-Gudur,Afro-Asiatic
mok,90A,Noun-Relative clause,Mokilese,Austronesian
