Language_ID,Parameter_ID,Value,Name,Family
knb,69A,Tense-aspect suffixes,Kanum (Bädi),Morehead and Upper Maro Rivers
knc,69A,Tense-aspect suffixes,Kugu Nganhcara,Pama-Nyungan
knd,69A,Tense-aspect suffixes,Kannada,Dravidian
kni,69A,Tense-aspect suffixes,Konni,Niger-Congo
knk,69A,Tense-aspect suffixes,Kanakuru,Afro-Asiatic
knn,69A,Tense-aspect suffixes,Kinnauri,Sino-Tibetan
knr,69A,Tense-aspect suffixes,Kanuri,Saharan
knw,69A,Tense-aspect suffixes,Konkow,Penutian
kob,69A,Tense-aspect suffixes,Kobon,Trans-New Guinea
koe,69A,Tense-aspect suffixes,Koegu,Eastern Sudanic
kok,69A,Tense-aspect suffixes,Kokborok,Sino-Tibetan
kol,69A,Tense-aspect suffixes,Kolami,Dravidian
kom,69A,No tense-aspect inflection,Komo,Koman
kon,69A,Mixed type,Kongo,Niger-Congo
kop,69A,Tense-aspect suffixes,Komi-Permyak,Uralic
kos,69A,No tense-aspect inflection,Kosraean,Austronesian
koy,69A,Tense-aspect suffixes,Koya,Dravidian
kpm,69A,Mixed type,Kapampangan,Austronesian
krb,69A,Tense-aspect prefixes,Kiribati,Austronesian
krc,69A,Tense-aspect suffixes,Karachay-Balkar,Altaic
krd,69A,Mixed type,Kurdish (Central),Indo-European
kre,69A,Mixed type,Kresh,Central Sudanic
krh,69A,Tense-aspect suffixes,Krahô,Macro-Ge
kri,69A,Tense-aspect suffixes,Kipea,Kariri
krj,69A,Tense-aspect suffixes,Karadjeri,Pama-Nyungan
krn,69A,No tense-aspect inflection,Korana,Khoe-Kwadi
kro,69A,Mixed type,Krongo,Kadu
krr,69A,No tense-aspect inflection,Kairiru,Austronesian
krw,69A,Tense-aspect suffixes,Korowai,Trans-New Guinea
kry,69A,Mixed type,Koryak,Chukotko-Kamchatkan
ksa,69A,Tense-aspect suffixes,Keresan (Santa Ana),Keresan
kse,69A,No tense-aspect inflection,Koyraboro Senni,Songhay
ksg,69A,No tense-aspect inflection,Karen (Sgaw),Sino-Tibetan
kta,69A,Tense-aspect suffixes,Koita,Trans-New Guinea
ktc,69A,Tense-aspect prefixes,Katcha,Kadu
kti,69A,Tense-aspect suffixes,"Kati (in West Papua, Indonesia)",Trans-New Guinea
ktl,69A,Tense-aspect suffixes,Katla,Kordofanian
ktm,69A,Mixed type,Kathlamet,Penutian
kty,69A,Tense-aspect suffixes,Khanty,Uralic
kum,69A,Tense-aspect suffixes,Kumauni,Indo-European
kuu,69A,Tense-aspect suffixes,Kuuku Ya'u,Pama-Nyungan
kuv,69A,Tense-aspect suffixes,Kuvi,Dravidian
kwk,69A,Tense-aspect suffixes,Kwakw'ala,Wakashan
kwn,69A,Tense-aspect prefixes,Kwangali,Niger-Congo
kwo,69A,Tense-aspect suffixes,Kwoma,Sepik
kwy,69A,Mixed type,Iwoyo,Niger-Congo
kya,69A,Tense-aspect suffixes,Kuku-Yalanji,Pama-Nyungan
kyk,69A,Tense-aspect suffixes,Kyaka,Trans-New Guinea
kyl,69A,No tense-aspect inflection,Kayah Li (Eastern),Sino-Tibetan
kyq,69A,Tense-aspect suffixes,Kyuquot,Wakashan
kyz,69A,Tense-aspect suffixes,Kayabí,Tupian
lac,69A,Tense-aspect suffixes,Lacandón,Mayan
lad,69A,Tense-aspect suffixes,Ladakhi,Sino-Tibetan
lag,69A,Tense-aspect prefixes,Lagwan,Afro-Asiatic
lai,69A,No tense-aspect inflection,Lai,Sino-Tibetan
lal,69A,No tense-aspect inflection,Lalo,Sino-Tibetan
lan,69A,Tense-aspect tone,Lango,Eastern Sudanic
lao,69A,No tense-aspect inflection,Lao,Tai-Kadai
lar,69A,Mixed type,Laragia,Darwin Region
lat,69A,Mixed type,Latvian,Indo-European
lav,69A,Tense-aspect suffixes,Lavukaleve,Solomons East Papuan
lbu,69A,Mixed type,Lunda,Niger-Congo
lda,69A,Tense-aspect prefixes,Luganda,Niger-Congo
ldo,69A,Mixed type,Londo,Niger-Congo
ldu,69A,Tense-aspect suffixes,Lendu,Central Sudanic
leg,69A,Mixed type,Lega,Niger-Congo
lel,69A,Mixed type,Lele,Afro-Asiatic
len,69A,Tense-aspect prefixes,Lenakel,Austronesian
lep,69A,Tense-aspect suffixes,Lepcha,Sino-Tibetan
les,69A,Tense-aspect prefixes,Lese,Central Sudanic
lew,69A,Tense-aspect prefixes,Lewo,Austronesian
lez,69A,Tense-aspect suffixes,Lezgian,Nakh-Daghestanian
lgu,69A,No tense-aspect inflection,Longgu,Austronesian
lho,69A,Tense-aspect suffixes,Lhomi,Sino-Tibetan
lim,69A,Tense-aspect suffixes,Limbu,Sino-Tibetan
lit,69A,Tense-aspect suffixes,Lithuanian,Indo-European
lkt,69A,Tense-aspect suffixes,Lakhota,Siouan
llm,69A,Tense-aspect prefixes,Lelemi,Niger-Congo
lmg,69A,Mixed type,Lamang,Afro-Asiatic
lmh,69A,No tense-aspect inflection,Lamaholot,Austronesian
lml,69A,Mixed type,Limilngan,Darwin Region
lmn,69A,Tense-aspect suffixes,Lamani,Indo-European
lmp,69A,No tense-aspect inflection,Lampung,Austronesian
lnd,69A,Tense-aspect tone,Linda,Niger-Congo
lng,69A,Tense-aspect suffixes,Lengua,Mascoian
lon,69A,No tense-aspect inflection,Loniu,Austronesian
lot,69A,Tense-aspect suffixes,Lotha,Sino-Tibetan
lou,69A,No tense-aspect inflection,Lou,Austronesian
lug,69A,Tense-aspect prefixes,Lugbara,Central Sudanic
lui,69A,Tense-aspect suffixes,Luiseño,Uto-Aztecan
lun,69A,Tense-aspect suffixes,Lungchang,Sino-Tibetan
luo,69A,Tense-aspect prefixes,Luo,Eastern Sudanic
luv,69A,Tense-aspect prefixes,Luvale,Niger-Congo
ma,69A,Tense-aspect prefixes,Ma,Niger-Congo
maa,69A,Mixed type,Maasai,Eastern Sudanic
mab,69A,Tense-aspect suffixes,Maba,Maban
mac,69A,Tense-aspect suffixes,Macushi,Cariban
mad,69A,Tense-aspect tone,Ma'di,Central Sudanic
mae,69A,No tense-aspect inflection,Mae,Austronesian
mag,69A,Tense-aspect suffixes,Magar,Sino-Tibetan
mak,69A,Tense-aspect suffixes,Makah,Wakashan
mal,69A,Tense-aspect prefixes,Malagasy,Austronesian
mam,69A,Tense-aspect prefixes,Mam,Mayan
mao,69A,No tense-aspect inflection,Maori,Austronesian
map,69A,Tense-aspect suffixes,Mapudungun,Araucanian
mar,69A,Tense-aspect suffixes,Maricopa,Hokan
mas,69A,Tense-aspect tone,Masa,Afro-Asiatic
mau,69A,Tense-aspect suffixes,Maung,Iwaidjan
may,69A,No tense-aspect inflection,Maybrat,West Papuan
mba,69A,Tense-aspect prefixes,Mba,Niger-Congo
mbl,69A,Mixed type,Mbole,Niger-Congo
mbr,69A,No tense-aspect inflection,Mbara,Afro-Asiatic
mbt,69A,Tense-aspect suffixes,Mangbetu,Central Sudanic
mcc,69A,Mixed type,Mochica,Chimúan
mcd,69A,Tense-aspect suffixes,Macedonian,Indo-European
mco,69A,Tense-aspect suffixes,Mixe (Coatlán),Mixe-Zoque
mcv,69A,Tense-aspect suffixes,Mocoví,Guaicuruan
mde,69A,Tense-aspect suffixes,Mende,Mande
mdl,69A,No tense-aspect inflection,Matngele,Eastern Daly
mdm,69A,Tense-aspect suffixes,Madimadi,Pama-Nyungan
mdn,69A,Tense-aspect suffixes,Mandan,Siouan
mdo,69A,Tense-aspect suffixes,Mbodomo,Niger-Congo
mea,69A,Mixed type,Meyah,East Bird's Head
mee,69A,Tense-aspect suffixes,Me'en,Eastern Sudanic
meh,69A,Mixed type,Mehri,Afro-Asiatic
mei,69A,Tense-aspect suffixes,Meithei,Sino-Tibetan
mek,69A,No tense-aspect inflection,Mekens,Tupian
mem,69A,Tense-aspect suffixes,Manem,Border
men,69A,Tense-aspect prefixes,Menomini,Algic
mer,69A,Mixed type,Meryam Mir,Western Fly
mga,69A,Mixed type,Mondunga,Niger-Congo
mgg,69A,Tense-aspect suffixes,Mangghuer,Altaic
mgi,69A,Tense-aspect suffixes,Magi,Trans-New Guinea
mgk,69A,Tense-aspect prefixes,Mungaka,Niger-Congo
mhi,69A,Tense-aspect suffixes,Marathi,Indo-European
mhk,69A,Tense-aspect suffixes,Mehek,Sepik
mie,69A,No tense-aspect inflection,Mien,Hmong-Mien
mij,69A,Tense-aspect suffixes,Miju,Sino-Tibetan
mik,69A,Tense-aspect suffixes,Mikir,Sino-Tibetan
min,69A,No tense-aspect inflection,Minangkabau,Austronesian
mis,69A,Tense-aspect suffixes,Miskito,Misumalpan
miy,69A,No tense-aspect inflection,Miya,Afro-Asiatic
miz,69A,No tense-aspect inflection,Mizo,Sino-Tibetan
mka,69A,No tense-aspect inflection,Mauka,Mande
mkg,69A,Tense-aspect suffixes,Mandinka (Gambian),Mande
mkh,69A,Tense-aspect suffixes,Mongol (Khamnigan),Altaic
mki,69A,Mixed type,Mikasuki,Muskogean
mkj,69A,No tense-aspect inflection,Makasae,Timor-Alor-Pantar
mkl,69A,Tense-aspect prefixes,Maklew,Bulaka River
mkr,69A,Tense-aspect suffixes,Mikarew,Lower Sepik-Ramu
mku,69A,No tense-aspect inflection,Maranungku,Western Daly
mlk,69A,No tense-aspect inflection,Malakmalak,Northern Daly
mme,69A,Tense-aspect suffixes,Mari (Meadow),Uralic
mmi,69A,Tense-aspect suffixes,Mambai,Niger-Congo
mmn,69A,Mixed type,Mamanwa,Austronesian
mmv,69A,No tense-aspect inflection,Mamvu,Central Sudanic
mna,69A,Tense-aspect prefixes,Muna,Austronesian
mnc,69A,Tense-aspect suffixes,Manchu,Altaic
mnd,69A,Tense-aspect suffixes,Mandarin,Sino-Tibetan
mne,69A,Tense-aspect suffixes,Maidu (Northeast),Penutian
mng,69A,No tense-aspect inflection,Manggarai,Austronesian
mni,69A,Tense-aspect suffixes,Moni,Trans-New Guinea
mnm,69A,Tense-aspect suffixes,Manam,Austronesian
mno,69A,Tense-aspect suffixes,Mono (in United States),Uto-Aztecan
mns,69A,Tense-aspect suffixes,Mansi,Uralic
mny,69A,Tense-aspect suffixes,Margany,Pama-Nyungan
moe,69A,Tense-aspect suffixes,Mordvin (Erzya),Uralic
mog,69A,Tense-aspect suffixes,Moghol,Altaic
moh,69A,Mixed type,Mohawk,Iroquoian
mok,69A,Mixed type,Mokilese,Austronesian
mon,69A,No tense-aspect inflection,Mon,Austro-Asiatic
moo,69A,Tense-aspect suffixes,Mooré,Niger-Congo
mos,69A,Tense-aspect suffixes,Mosetén,Mosetenan
mot,69A,Tense-aspect suffixes,Motuna,East Bougainville
mou,69A,Tense-aspect suffixes,Moru,Central Sudanic
mpr,69A,Tense-aspect suffixes,Maipure,Arawakan
mpt,69A,Tense-aspect suffixes,Mian,Trans-New Guinea
mpu,69A,No tense-aspect inflection,Mpur,West Papuan
mqf,69A,Tense-aspect suffixes,Momuna,Trans-New Guinea
mra,69A,Tense-aspect suffixes,Mara,Mangarrayi-Maran
mrd,69A,Tense-aspect prefixes,Marind,Anim
mrg,69A,Mixed type,Margi,Afro-Asiatic
mrh,69A,Tense-aspect suffixes,Marrithiyel,Western Daly
mrl,69A,Mixed type,Murle,Eastern Sudanic
mro,69A,Tense-aspect prefixes,Moro,Kordofanian
mrr,69A,Tense-aspect suffixes,Maringarr,Western Daly
mrs,69A,Tense-aspect suffixes,Mairasi,Trans-New Guinea
mrt,69A,Tense-aspect suffixes,Martuthunira,Pama-Nyungan
mrw,69A,Tense-aspect suffixes,Muruwari,Pama-Nyungan
msc,69A,Tense-aspect suffixes,Muisca,Chibchan
msg,69A,Tense-aspect suffixes,Mising,Sino-Tibetan
msk,69A,Mixed type,Masakin,Kordofanian
msl,69A,Tense-aspect suffixes,Masalit,Maban
msm,69A,Tense-aspect prefixes,Musom,Austronesian
msn,69A,Tense-aspect prefixes,Maisin,Austronesian
mss,69A,Tense-aspect suffixes,Miwok (Southern Sierra),Penutian
mtb,69A,Tense-aspect prefixes,Matuumbi,Niger-Congo
mtk,69A,Tense-aspect suffixes,Matukar,Austronesian
mts,69A,Tense-aspect suffixes,Matis,Panoan
mtu,69A,No tense-aspect inflection,Motu,Austronesian
mua,69A,Tense-aspect prefixes,Makua,Niger-Congo
mug,69A,Mixed type,Bargam,Trans-New Guinea
mui,69A,Tense-aspect suffixes,Muinane,Huitotoan
mum,69A,Tense-aspect tone,Mumuye,Niger-Congo
mun,69A,Tense-aspect suffixes,Mundari,Austro-Asiatic
mup,69A,No tense-aspect inflection,Mupun,Afro-Asiatic
mur,69A,Mixed type,Mursi,Eastern Sudanic
mut,69A,Tense-aspect suffixes,Mutsun,Penutian
mwb,69A,Tense-aspect prefixes,Manobo (Western Bukidnon),Austronesian
mwe,69A,Tense-aspect prefixes,Mwera,Niger-Congo
mwo,69A,Tense-aspect prefixes,Mwotlap,Austronesian
mxc,69A,Tense-aspect prefixes,Mixtec (Chalcatongo),Oto-Manguean
mxj,69A,Tense-aspect prefixes,Mixtec (Jicaltepec),Oto-Manguean
mxo,69A,Mixed type,Mixtec (Ocotepec),Oto-Manguean
mxp,69A,Tense-aspect prefixes,Mixtec (Peñoles),Oto-Manguean
myg,69A,Tense-aspect tone,Mayogo,Niger-Congo
myi,69A,Mixed type,Mangarrayi,Mangarrayi-Maran
mzh,69A,Tense-aspect prefixes,Mazatec (Huautla),Oto-Manguean
nab,69A,Tense-aspect suffixes,Nabak,Trans-New Guinea
nag,69A,Tense-aspect suffixes,Nagatman,Yale
naj,69A,Mixed type,Neo-Aramaic (Arbel Jewish),Afro-Asiatic
nak,69A,Mixed type,Nakanai,Austronesian
nam,69A,Mixed type,Namia,Sepik
nar,69A,Tense-aspect suffixes,Nara (in Ethiopia),Eastern Sudanic
nas,69A,Tense-aspect suffixes,Nasioi,East Bougainville
nav,69A,Tense-aspect prefixes,Navajo,Na-Dene
nbd,69A,Tense-aspect suffixes,Nubian (Dongolese),Eastern Sudanic
nbr,69A,Tense-aspect suffixes,Ngäbere,Chibchan
nca,69A,Tense-aspect suffixes,Nicobarese (Car),Austro-Asiatic
ncm,69A,Mixed type,Ncàm,Niger-Congo
ndb,69A,Mixed type,Ndebele,Niger-Congo
ndj,69A,Mixed type,Ndjébbana,Mangrida
ndo,69A,Tense-aspect suffixes,Ndonga,Niger-Congo
ndt,69A,Tense-aspect suffixes,Ndut,Niger-Congo
ndu,69A,Tense-aspect prefixes,Ndumu,Niger-Congo
ndy,69A,No tense-aspect inflection,Ndyuka,other
nep,69A,Tense-aspect suffixes,Nepali,Indo-European
nev,69A,Tense-aspect suffixes,Nevome,Uto-Aztecan
new,69A,Tense-aspect suffixes,Newari (Kathmandu),Sino-Tibetan
nez,69A,Tense-aspect suffixes,Nez Perce,Penutian
nga,69A,Tense-aspect suffixes,Nganasan,Uralic
ngd,69A,No tense-aspect inflection,Ngad'a,Austronesian
ngi,69A,Tense-aspect suffixes,Ngiyambaa,Pama-Nyungan
ngj,69A,Tense-aspect suffixes,Ngadjumaja,Pama-Nyungan
ngl,69A,Tense-aspect suffixes,Ngalakan,Gunwinyguan
ngm,69A,No tense-aspect inflection,Ngambay,Central Sudanic
ngn,69A,Tense-aspect suffixes,Ngandi,Gunwinyguan
ngo,69A,Mixed type,Ngoni,Niger-Congo
ngt,69A,Tense-aspect suffixes,Naga (Tangkhul),Sino-Tibetan
ngw,69A,Tense-aspect suffixes,Ngawun,Pama-Nyungan
ngz,69A,Tense-aspect suffixes,Ngizim,Afro-Asiatic
nha,69A,Tense-aspect suffixes,Nhanda,Pama-Nyungan
nhh,69A,Tense-aspect suffixes,Nahuatl (Huasteca),Uto-Aztecan
nhm,69A,Tense-aspect suffixes,Nahuatl (Michoacán),Uto-Aztecan
nhn,69A,Tense-aspect suffixes,Nahuatl (North Puebla),Uto-Aztecan
nht,69A,Tense-aspect suffixes,Nahuatl (Tetelcingo),Uto-Aztecan
nia,69A,Tense-aspect prefixes,Nias,Austronesian
nis,69A,Tense-aspect suffixes,Nyishi,Sino-Tibetan
niu,69A,No tense-aspect inflection,Niuean,Austronesian
nkb,69A,Tense-aspect suffixes,Ngalkbun,Gunwinyguan
nkn,69A,Tense-aspect prefixes,Nkonya,Niger-Congo
nko,69A,Tense-aspect prefixes,Nkore-Kiga,Niger-Congo
nmb,69A,Tense-aspect suffixes,Nambikuára (Southern),Nambikuaran
nmd,69A,Tense-aspect suffixes,Samo,East Strickland
nnc,69A,No tense-aspect inflection,Nancowry,Austro-Asiatic
noc,69A,Tense-aspect suffixes,Nocte,Sino-Tibetan
nog,69A,Tense-aspect suffixes,Noghay,Altaic
non,69A,Tense-aspect suffixes,Noni,Niger-Congo
nor,69A,Tense-aspect suffixes,Norwegian,Indo-European
nph,69A,Tense-aspect suffixes,Nar-Phu,Sino-Tibetan
nsn,69A,Tense-aspect suffixes,Nisenan,Penutian
nti,69A,Tense-aspect suffixes,Ngiti,Central Sudanic
ntj,69A,Tense-aspect suffixes,Ngaanyatjarra,Pama-Nyungan
ntu,69A,Tense-aspect suffixes,Nenets,Uralic
nua,69A,No tense-aspect inflection,Nuaulu,Austronesian
nue,69A,No tense-aspect inflection,Nuer,Eastern Sudanic
nug,69A,Tense-aspect suffixes,Nunggubuyu,Gunwinyguan
nun,69A,No tense-aspect inflection,Nung (in Vietnam),Tai-Kadai
nup,69A,No tense-aspect inflection,Nupe,Niger-Congo
nwd,69A,Tense-aspect suffixes,Newar (Dolakha),Sino-Tibetan
nyi,69A,Tense-aspect suffixes,Nyimang,Eastern Sudanic
nym,69A,Mixed type,Nyamwezi,Niger-Congo
nyu,69A,Mixed type,Nyulnyul,Nyulnyulan
nza,69A,Tense-aspect prefixes,Nzakara,Niger-Congo
nze,69A,Tense-aspect suffixes,Naga (Zeme),Sino-Tibetan
obg,69A,Tense-aspect prefixes,Ogbronuagum,Niger-Congo
obo,69A,Tense-aspect prefixes,Obolo,Niger-Congo
ocu,69A,Tense-aspect prefixes,Ocuilteco,Oto-Manguean
olo,69A,Tense-aspect suffixes,Olo,Torricelli
omh,69A,Tense-aspect suffixes,Omaha,Siouan
omi,69A,Tense-aspect suffixes,Ömie,Trans-New Guinea
ond,69A,Mixed type,Oneida,Iroquoian
one,69A,Tense-aspect suffixes,One,Torricelli
ong,69A,Tense-aspect suffixes,Onge,South Andamanese
ood,69A,Tense-aspect suffixes,O'odham,Uto-Aztecan
ord,69A,Tense-aspect suffixes,Ordos,Altaic
orh,69A,Tense-aspect suffixes,Oromo (Harar),Afro-Asiatic
ori,69A,Tense-aspect tone,Orig,Kordofanian
ork,69A,Tense-aspect suffixes,Orok,Altaic
oro,69A,Tense-aspect suffixes,Orokaiva,Trans-New Guinea
orw,69A,Tense-aspect suffixes,Oromo (Waata),Afro-Asiatic
osa,69A,Tense-aspect suffixes,Osage,Siouan
oss,69A,Tense-aspect suffixes,Ossetic,Indo-European
otm,69A,Tense-aspect prefixes,Otomí (Mezquital),Oto-Manguean
otr,69A,Tense-aspect prefixes,Otoro,Kordofanian
oya,69A,Tense-aspect suffixes,Oriya,Indo-European
paa,69A,Tense-aspect suffixes,Pa'a,Afro-Asiatic
pae,69A,Tense-aspect suffixes,Páez,Páezan
pai,69A,Mixed type,Paiwan,Austronesian
pal,69A,Tense-aspect prefixes,Palauan,Austronesian
pam,69A,Tense-aspect prefixes,Pame,Oto-Manguean
pan,69A,Tense-aspect suffixes,Panjabi,Indo-European
par,69A,Tense-aspect prefixes,Päri,Eastern Sudanic
pau,69A,Tense-aspect suffixes,Paumarí,Arauan
paw,69A,Tense-aspect suffixes,Pawaian,Teberan-Pawaian
pba,69A,Tense-aspect suffixes,Pima Bajo,Uto-Aztecan
pdp,69A,Tense-aspect suffixes,Folopa,Teberan-Pawaian
per,69A,Mixed type,Pero,Afro-Asiatic
pga,69A,Tense-aspect suffixes,Pilagá,Guaicuruan
pia,69A,Tense-aspect suffixes,Piaroa,Sáliban
pip,69A,Tense-aspect suffixes,Pipil,Uto-Aztecan
pir,69A,Tense-aspect suffixes,Piro,Arawakan
pis,69A,Tense-aspect suffixes,Pisa,Trans-New Guinea
pkn,69A,Tense-aspect suffixes,Paakantyi,Pama-Nyungan
pkt,69A,Mixed type,Pokot,Eastern Sudanic
plh,69A,No tense-aspect inflection,Paulohi,Austronesian
plk,69A,Tense-aspect suffixes,Palikur,Arawakan
pme,69A,Tense-aspect suffixes,Pomo (Eastern),Hokan
pms,69A,Tense-aspect prefixes,Paamese,Austronesian
pno,69A,Tense-aspect suffixes,Paiute (Northern),Uto-Aztecan
pnu,69A,No tense-aspect inflection,Bunu (Younuo),Hmong-Mien
pny,69A,Tense-aspect suffixes,Panyjima,Pama-Nyungan
poh,69A,Mixed type,Pohnpeian,Austronesian
pok,69A,No tense-aspect inflection,Poko-Rawo,Skou
pol,69A,Tense-aspect suffixes,Polish,Indo-European
por,69A,Tense-aspect suffixes,Portuguese,Indo-European
ppi,69A,Tense-aspect suffixes,Pitta Pitta,Pama-Nyungan
pre,69A,Tense-aspect prefixes,Pare,Niger-Congo
prh,69A,Tense-aspect suffixes,Pirahã,Mura
prk,69A,Tense-aspect suffixes,Purki,Sino-Tibetan
prs,69A,Mixed type,Persian,Indo-European
psh,69A,Tense-aspect suffixes,Pashto,Indo-European
pso,69A,Tense-aspect suffixes,Pomo (Southeastern),Hokan
ptw,69A,Tense-aspect suffixes,Patwin,Penutian
pul,69A,No tense-aspect inflection,Puluwat,Austronesian
pum,69A,Tense-aspect suffixes,Pumi,Sino-Tibetan
pun,69A,No tense-aspect inflection,Pungupungu,Anson Bay
pur,69A,Tense-aspect suffixes,Purépecha,Tarascan
pwn,69A,Tense-aspect suffixes,Pawnee,Caddoan
qaw,69A,Tense-aspect suffixes,Qawasqar,Alacalufan
qhu,69A,Tense-aspect suffixes,Quechua (Huallaga),Quechuan
qia,69A,Mixed type,Qiang,Sino-Tibetan
qim,69A,Tense-aspect suffixes,Quechua (Imbabura),Quechuan
qum,69A,Tense-aspect prefixes,Sipakapense,Mayan
ram,69A,Tense-aspect suffixes,Rama,Chibchan
rao,69A,Tense-aspect suffixes,Rao,Lower Sepik-Ramu
rap,69A,No tense-aspect inflection,Rapanui,Austronesian
raw,69A,Tense-aspect suffixes,Rawang,Sino-Tibetan
rem,69A,Tense-aspect suffixes,Remo,Austro-Asiatic
res,69A,Tense-aspect suffixes,Resígaro,Arawakan
ret,69A,Tense-aspect suffixes,Retuarã,Tucanoan
ria,69A,No tense-aspect inflection,Riantana,Kolopom
rik,69A,Mixed type,Rikbaktsa,Macro-Ge
rit,69A,Tense-aspect suffixes,Ritharngu,Pama-Nyungan
rmb,69A,Tense-aspect suffixes,Rembarnga,Gunwinyguan
rny,69A,Tense-aspect prefixes,Runyankore,Niger-Congo
rom,69A,Tense-aspect suffixes,Romanian,Indo-European
rot,69A,Tense-aspect suffixes,Rotuman,Austronesian
rru,69A,Tense-aspect prefixes,Runyoro-Rutooro,Niger-Congo
ruk,69A,Tense-aspect prefixes,Rukai (Tanan),Austronesian
rum,69A,Tense-aspect suffixes,Rumu,Turama-Kikorian
run,69A,Tense-aspect suffixes,Runga,Maban
rus,69A,Mixed type,Russian,Indo-European
rut,69A,Mixed type,Rutul,Nakh-Daghestanian
rwa,69A,Tense-aspect suffixes,Rawa,Trans-New Guinea
rwe,69A,Tense-aspect suffixes,Romani (Welsh),Indo-European
saa,69A,No tense-aspect inflection,Sa'a,Austronesian
sah,69A,No tense-aspect inflection,Sahu,West Papuan
sak,69A,Mixed type,Sakao,Austronesian
sam,69A,Tense-aspect prefixes,Samoan,Austronesian
san,69A,No tense-aspect inflection,Sango,Niger-Congo
sar,69A,Mixed type,Sare,Sepik
sav,69A,Tense-aspect suffixes,Savi,Indo-European
sba,69A,Tense-aspect suffixes,Sáliba (in Colombia),Sáliban
scr,69A,No tense-aspect inflection,Serbian-Croatian,Indo-European
sem,69A,Tense-aspect suffixes,Sema,Sino-Tibetan
ser,69A,Tense-aspect prefixes,Seri,Hokan
shd,69A,Tense-aspect suffixes,Sherdukpen,Sino-Tibetan
she,69A,Tense-aspect suffixes,Sherpa,Sino-Tibetan
shh,69A,Tense-aspect suffixes,Sharanahua,Panoan
shi,69A,Tense-aspect suffixes,Shiriana,Yanomam
shk,69A,Tense-aspect suffixes,Shipibo-Konibo,Panoan
shl,69A,Tense-aspect prefixes,Shilluk,Eastern Sudanic
shm,69A,Tense-aspect prefixes,Shambala,Niger-Congo
shn,69A,Tense-aspect prefixes,Shona,Niger-Congo
sho,69A,Tense-aspect suffixes,Shoshone,Uto-Aztecan
shp,69A,Tense-aspect suffixes,Klikitat,Penutian
shs,69A,Mixed type,Shasta,Hokan
sht,69A,Mixed type,Shatt,Eastern Sudanic
shu,69A,No tense-aspect inflection,Shuswap,Salishan
shy,69A,Tense-aspect suffixes,Shira Yughur,Altaic
sia,69A,Tense-aspect suffixes,Siane,Trans-New Guinea
sid,69A,Tense-aspect suffixes,Sidaama,Afro-Asiatic
sin,69A,Tense-aspect suffixes,Siona,Tucanoan
sio,69A,No tense-aspect inflection,Sio,Austronesian
sis,69A,No tense-aspect inflection,Sisiqa,Austronesian
siu,69A,Tense-aspect suffixes,Siuslaw,Oregon Coast
skk,69A,No tense-aspect inflection,Sikkimese,Sino-Tibetan
sko,69A,Tense-aspect tone,Skou,Skou
skp,69A,Tense-aspect suffixes,Selkup,Uralic
skr,69A,Tense-aspect suffixes,Sikaritai,Lakes Plain
sla,69A,Tense-aspect prefixes,Slave,Na-Dene
slb,69A,Tense-aspect suffixes,Saliba (in Papua New Guinea),Austronesian
slp,69A,Tense-aspect suffixes,Selepet,Trans-New Guinea
sme,69A,Tense-aspect suffixes,Seme,Niger-Congo
smn,69A,Tense-aspect suffixes,Seminole,Muskogean
sna,69A,Tense-aspect suffixes,Shina,Indo-European
sng,69A,Tense-aspect prefixes,Sinaugoro,Austronesian
snh,69A,Tense-aspect suffixes,Sinhala,Indo-European
snm,69A,No tense-aspect inflection,Sanuma,Yanomam
sno,69A,Tense-aspect suffixes,Saami (Northern),Uralic
so,69A,Tense-aspect prefixes,So,Eastern Sudanic
sod,69A,Mixed type,Soddo,Afro-Asiatic
som,69A,Tense-aspect suffixes,Somali,Afro-Asiatic
spa,69A,Tense-aspect suffixes,Spanish,Indo-European
src,69A,Mixed type,Sarcee,Na-Dene
srd,69A,Tense-aspect suffixes,Sardinian,Indo-European
srn,69A,Tense-aspect suffixes,Sirionó,Tupian
sro,69A,Tense-aspect suffixes,Siroi,Trans-New Guinea
sta,69A,Tense-aspect suffixes,Santa,Altaic
sti,69A,No tense-aspect inflection,Stieng,Austro-Asiatic
stl,69A,Tense-aspect suffixes,Santali,Austro-Asiatic
stn,69A,Mixed type,Sotho (Northern),Niger-Congo
sub,69A,Tense-aspect prefixes,Subiya,Niger-Congo
sue,69A,Tense-aspect suffixes,Suena,Trans-New Guinea
sug,69A,Tense-aspect suffixes,Sungor,Eastern Sudanic
suk,69A,Tense-aspect suffixes,Suki,Gogodala-Suki
sun,69A,No tense-aspect inflection,Sundanese,Austronesian
sup,69A,Mixed type,Supyire,Niger-Congo
sus,69A,Tense-aspect suffixes,Susu,Mande
svs,69A,Tense-aspect suffixes,Savosavo,Solomons East Papuan
swa,69A,Tense-aspect prefixes,Swahili,Niger-Congo
swe,69A,Tense-aspect suffixes,Swedish,Indo-European
syu,69A,Tense-aspect suffixes,Salt-Yui,Trans-New Guinea
tab,69A,Tense-aspect prefixes,Taba,Austronesian
tac,69A,Tense-aspect suffixes,Tacana,Tacanan
tag,69A,Tense-aspect prefixes,Tagalog,Austronesian
tah,69A,No tense-aspect inflection,Tahitian,Austronesian
taj,69A,Mixed type,Tajik,Indo-European
tam,69A,Tense-aspect suffixes,Tamang (Eastern),Sino-Tibetan
