Language_ID,Parameter_ID,Value,Name,Family
arp,89A,Numeral-Noun,Arapesh (Mountain),Torricelli
arq,89A,Numeral-Noun,Arabic (Iraqi),Afro-Asiatic
arw,89A,Numeral-Noun,Armenian (Western),Indo-European
asm,89A,Noun-Numeral,Asmat,Trans-New Guinea
ass,89A,No_dominant_order_numeral_noun,Assamese,Indo-European
asy,89A,No_dominant_order_numeral_noun,Arabic (Syrian),Afro-Asiatic
ata,89A,Numeral-Noun,Atayal,Austronesian
ath,89A,Numeral-Noun,Athpare,Sino-Tibetan
au,89A,Noun-Numeral,Au,Torricelli
ava,89A,Numeral-Noun,Avar,Nakh-Daghestanian
awa,89A,Numeral-Noun,Awa,Trans-New Guinea
awe,89A,Noun-Numeral,Arrernte (Western),Pama-Nyungan
awi,89A,Noun-Numeral,Aekyom,Awin-Pare
awp,89A,Numeral-Noun,Awa Pit,Barbacoan
awt,89A,Noun-Numeral,Awtuw,Sepik
awy,89A,Noun-Numeral,Awyi,Border
aym,89A,Numeral-Noun,Aymara (Central),Aymaran
ayo,89A,Numeral-Noun,Ayomán,Jirajaran
aze,89A,Numeral-Noun,Azerbaijani,Altaic
baa,89A,Noun-Numeral,Barai,Trans-New Guinea
bab,89A,Noun-Numeral,Babungo,Niger-Congo
bae,89A,Numeral-Noun,Baré,Arawakan
bag,89A,Noun-Numeral,Bagirmi,Central Sudanic
bai,89A,Noun-Numeral,Bai,Sino-Tibetan
bak,89A,Noun-Numeral,Baka (in Cameroon),Niger-Congo
bam,89A,Noun-Numeral,Bambara,Mande
baq,89A,Numeral-Noun,Baure,Arawakan
bar,89A,Noun-Numeral,Bari,Eastern Sudanic
bas,89A,Noun-Numeral,Basaá,Niger-Congo
baw,89A,Noun-Numeral,Bawm,Sino-Tibetan
bbl,89A,Noun-Numeral,Babole,Niger-Congo
bbu,89A,Noun-Numeral,Barambu,Niger-Congo
bbw,89A,No_dominant_order_numeral_noun,Bininj Gun-Wok,Gunwinyguan
bch,89A,Numeral-Noun,Berber (Chaouia),Afro-Asiatic
bdm,89A,No_dominant_order_numeral_noun,Badimaya,Pama-Nyungan
bdu,89A,Noun-Numeral,Budu,Niger-Congo
bel,89A,Numeral-Noun,Belhare,Sino-Tibetan
bem,89A,Noun-Numeral,Bemba,Niger-Congo
bfg,89A,Numeral-Noun,Berber (Figuig),Afro-Asiatic
bfi,89A,Noun-Numeral,Bafia,Niger-Congo
bgr,89A,Noun-Numeral,Bagiro,Central Sudanic
bho,89A,Numeral-Noun,Bhojpuri,Indo-European
bid,89A,Noun-Numeral,Bidiya,Afro-Asiatic
bii,89A,Numeral-Noun,Biri,Pama-Nyungan
bik,89A,Noun-Numeral,Biak,Austronesian
bil,89A,Numeral-Noun,Bilua,Solomons East Papuan
bin,89A,Noun-Numeral,Binandere,Trans-New Guinea
bio,89A,No_dominant_order_numeral_noun,Nai,Kwomtari
bir,89A,Noun-Numeral,Birom,Niger-Congo
bka,89A,Noun-Numeral,Baka (in South Sudan),Central Sudanic
bkr,89A,Numeral-Noun,Batak (Karo),Austronesian
bkt,89A,Numeral-Noun,Brokskat,Indo-European
bku,89A,Noun-Numeral,Bakueri,Niger-Congo
bla,89A,Numeral-Noun,Blackfoot,Algic
ble,89A,Noun-Numeral,Baoulé,Niger-Congo
bln,89A,Numeral-Noun,Bilin,Afro-Asiatic
blt,89A,Noun-Numeral,Balti,Sino-Tibetan
blx,89A,Noun-Numeral,Biloxi,Siouan
blz,89A,Noun-Numeral,Balanta,Niger-Congo
bma,89A,Numeral-Noun,Berber (Middle Atlas),Afro-Asiatic
bmb,89A,Noun-Numeral,Bimoba,Niger-Congo
bni,89A,Noun-Numeral,Bini,Niger-Congo
bnn,89A,Noun-Numeral,Banoni,Austronesian
bnr,89A,No_dominant_order_numeral_noun,Bilinarra,Pama-Nyungan
boa,89A,Noun-Numeral,Boazi (Kuni),Anim
bod,89A,Noun-Numeral,Bodo,Sino-Tibetan
bok,89A,Noun-Numeral,Boko,Mande
bra,89A,Noun-Numeral,Brao,Austro-Asiatic
bre,89A,Numeral-Noun,Breton,Indo-European
brf,89A,Numeral-Noun,Berber (Rif),Afro-Asiatic
bri,89A,Noun-Numeral,Bribri,Chibchan
brl,89A,Noun-Numeral,Baragaunle,Sino-Tibetan
brm,89A,Noun-Numeral,Burmese,Sino-Tibetan
brn,89A,Noun-Numeral,Burunge,Afro-Asiatic
brp,89A,Noun-Numeral,Barupu,Skou
brs,89A,Numeral-Noun,Barasano,Tucanoan
bry,89A,Noun-Numeral,Baruya,Trans-New Guinea
bsk,89A,Numeral-Noun,Bashkir,Altaic
btk,89A,Numeral-Noun,Bontok,Austronesian
bto,89A,No_dominant_order_numeral_noun,Batak (Toba),Austronesian
bud,89A,Noun-Numeral,Buduma,Afro-Asiatic
bul,89A,Numeral-Noun,Bulgarian,Indo-European
bum,89A,Noun-Numeral,Buma,Austronesian
bus,89A,Noun-Numeral,Busa,Mande
but,89A,Numeral-Noun,Buriat,Altaic
buu,89A,Noun-Numeral,Buru,Austronesian
bvi,89A,Noun-Numeral,Bali-Vitu,Austronesian
bwc,89A,Numeral-Noun,Bajau (West Coast),Austronesian
bya,89A,Numeral-Noun,Byansi,Sino-Tibetan
cai,89A,Noun-Numeral,Chai,Eastern Sudanic
cak,89A,Numeral-Noun,Cakchiquel,Mayan
car,89A,Numeral-Noun,Carib,Cariban
cas,89A,Noun-Numeral,Cashibo,Panoan
cav,89A,Numeral-Noun,Cavineña,Tacanan
cay,89A,Numeral-Noun,Cayapa,Barbacoan
ccm,89A,Numeral-Noun,Chinantec (Comaltepec),Oto-Manguean
cct,89A,Noun-Numeral,Choctaw,Muskogean
cde,89A,Numeral-Noun,Carib (De'kwana),Cariban
cem,89A,Noun-Numeral,Cèmuhî,Austronesian
cha,89A,Numeral-Noun,Chamorro,Austronesian
chc,89A,Numeral-Noun,Chechen,Nakh-Daghestanian
chd,89A,Numeral-Noun,Chaudangsi,Sino-Tibetan
che,89A,Numeral-Noun,Cherokee,Iroquoian
chg,89A,Noun-Numeral,Chang,Sino-Tibetan
chh,89A,Numeral-Noun,Chaha,Afro-Asiatic
chi,89A,Noun-Numeral,Chimariko,Hokan
chj,89A,Numeral-Noun,Chuj,Mayan
chk,89A,Numeral-Noun,Chukchi,Chukotko-Kamchatkan
chn,89A,Numeral-Noun,Chantyal,Sino-Tibetan
chp,89A,Numeral-Noun,Chipewyan,Na-Dene
chq,89A,Numeral-Noun,Chinantec (Quiotepec),Oto-Manguean
chr,89A,Numeral-Noun,Chrau,Austro-Asiatic
chs,89A,Noun-Numeral,Chin (Siyin),Sino-Tibetan
chv,89A,Numeral-Noun,Chuvash,Altaic
chw,89A,Noun-Numeral,Cham (Western),Austronesian
cic,89A,Noun-Numeral,Chichewa,Niger-Congo
ckl,89A,Numeral-Noun,Chinook (Lower),Penutian
cld,89A,Numeral-Noun,Chaldean (Modern),Afro-Asiatic
cle,89A,Numeral-Noun,Chinantec (Lealao),Oto-Manguean
cln,89A,Numeral-Noun,Cholón,Cholon
cmh,89A,Numeral-Noun,Chemehuevi,Uto-Aztecan
cml,89A,Numeral-Noun,Camling,Sino-Tibetan
cmn,89A,Numeral-Noun,Comanche,Uto-Aztecan
cmr,89A,Noun-Numeral,Chin (Mara),Sino-Tibetan
cmy,89A,Numeral-Noun,Chontal Maya,Mayan
cnm,89A,No_dominant_order_numeral_noun,Canamarí,Katukinan
cnt,89A,Numeral-Noun,Cantonese,Sino-Tibetan
coc,89A,Numeral-Noun,Cocama,Tupian
coo,89A,Numeral-Noun,Coos (Hanis),Oregon Coast
cop,89A,Numeral-Noun,Coptic,Afro-Asiatic
cor,89A,Numeral-Noun,Cora,Uto-Aztecan
cpl,89A,Numeral-Noun,Chinantec (Palantla),Oto-Manguean
cpn,89A,Numeral-Noun,Chepang,Sino-Tibetan
cpy,89A,Numeral-Noun,Chipaya,Uru-Chipaya
crn,89A,Numeral-Noun,Cornish,Indo-European
cro,89A,Noun-Numeral,Crow,Siouan
crp,89A,Numeral-Noun,Carapana,Tucanoan
cso,89A,Numeral-Noun,Chatino (Sierra Occidental),Oto-Manguean
cti,89A,Noun-Numeral,Chin (Tiddim),Sino-Tibetan
ctl,89A,Numeral-Noun,Catalan,Indo-European
cub,89A,Numeral-Noun,Cubeo,Tucanoan
cuc,89A,Numeral-Noun,Cuica,Timote-Cuica
cup,89A,Numeral-Noun,Cupeño,Uto-Aztecan
cya,89A,Numeral-Noun,Chatino (Yaitepec),Oto-Manguean
cze,89A,Numeral-Noun,Czech,Indo-European
dag,89A,Noun-Numeral,Daga,Dagan
dam,89A,Numeral-Noun,Damana,Chibchan
dan,89A,Noun-Numeral,Dan,Mande
daw,89A,Numeral-Noun,Dâw,Nadahup
day,89A,Noun-Numeral,Day,Niger-Congo
dds,89A,Noun-Numeral,Donno So,Dogon
deg,89A,Noun-Numeral,Degema,Niger-Congo
der,89A,Numeral-Noun,Dla (Proper),Senagi
des,89A,No_dominant_order_numeral_noun,Desano,Tucanoan
deu,89A,No_dominant_order_numeral_noun,Deuri,Sino-Tibetan
dga,89A,Noun-Numeral,Dagaare,Niger-Congo
dgb,89A,Noun-Numeral,Dagbani,Niger-Congo
dgo,89A,Noun-Numeral,Dongo,Niger-Congo
dgr,89A,Numeral-Noun,Dagur,Altaic
dha,89A,Noun-Numeral,Dhaasanac,Afro-Asiatic
dhi,89A,Numeral-Noun,Dhivehi,Indo-European
dhm,89A,Numeral-Noun,Dhimal,Sino-Tibetan
did,89A,Noun-Numeral,Didinga,Eastern Sudanic
die,89A,Noun-Numeral,Diegueño (Mesa Grande),Hokan
dig,89A,Noun-Numeral,Digaro,Sino-Tibetan
dim,89A,Noun-Numeral,Dime,Afro-Asiatic
din,89A,Noun-Numeral,Dinka,Eastern Sudanic
dio,89A,Noun-Numeral,Diola-Fogny,Niger-Congo
diy,89A,Noun-Numeral,Diyari,Pama-Nyungan
djp,89A,No_dominant_order_numeral_noun,Djapu,Pama-Nyungan
dlm,89A,Noun-Numeral,Dla (Menggwa),Senagi
dma,89A,Noun-Numeral,Duma,Niger-Congo
dmi,89A,No_dominant_order_numeral_noun,Dumi,Sino-Tibetan
dms,89A,Noun-Numeral,Dimasa,Sino-Tibetan
dom,89A,Numeral-Noun,Domari,Indo-European
don,89A,Numeral-Noun,Dong (Southern),Tai-Kadai
doy,89A,Noun-Numeral,Doyayo,Niger-Congo
dre,89A,Numeral-Noun,Drehu,Austronesian
drg,89A,Numeral-Noun,Dargwa,Nakh-Daghestanian
drm,89A,Numeral-Noun,Darma,Sino-Tibetan
dsh,89A,Numeral-Noun,Danish,Indo-European
duk,89A,Noun-Numeral,Duka,Niger-Congo
dul,89A,Noun-Numeral,Dulong,Sino-Tibetan
dum,89A,Noun-Numeral,Dumo,Skou
dun,89A,Noun-Numeral,Duna,Trans-New Guinea
dut,89A,Numeral-Noun,Dutch,Indo-European
dyi,89A,Noun-Numeral,Dyirbal,Pama-Nyungan
edo,89A,Noun-Numeral,Edolo,Bosavi
efi,89A,Noun-Numeral,Efik,Niger-Congo
ega,89A,Noun-Numeral,Ega,Niger-Congo
egn,89A,Noun-Numeral,Engenni,Niger-Congo
eip,89A,Noun-Numeral,Eipo,Trans-New Guinea
eka,89A,Noun-Numeral,Ekari,Trans-New Guinea
emb,89A,Noun-Numeral,Emberá (Northern),Choco
eme,89A,Numeral-Noun,Émérillon,Tupian
emm,89A,Noun-Numeral,Emmi,Western Daly
eng,89A,Numeral-Noun,English,Indo-European
eno,89A,No_dominant_order_numeral_noun,Enggano,Austronesian
epe,89A,Noun-Numeral,Epena Pedee,Choco
erk,89A,Noun-Numeral,Efate (South),Austronesian
err,89A,Noun-Numeral,Erromangan,Austronesian
est,89A,Numeral-Noun,Estonian,Uralic
eve,89A,Numeral-Noun,Evenki,Altaic
ewe,89A,Noun-Numeral,Ewe,Niger-Congo
ewo,89A,Noun-Numeral,Ewondo,Niger-Congo
fas,89A,Noun-Numeral,Fasu,Trans-New Guinea
fij,89A,Numeral-Noun,Fijian,Austronesian
fin,89A,Numeral-Noun,Finnish,Uralic
fon,89A,Noun-Numeral,Fongbe,Niger-Congo
for,89A,Noun-Numeral,Fore,Trans-New Guinea
fre,89A,Numeral-Noun,French,Indo-European
fua,89A,Noun-Numeral,Fulfulde (Adamawa),Niger-Congo
fut,89A,No_dominant_order_numeral_noun,Futuna-Aniwa,Austronesian
fye,89A,Noun-Numeral,Fyem,Niger-Congo
gae,89A,Numeral-Noun,Gaelic (Scots),Indo-European
gah,89A,Noun-Numeral,Gahuku,Trans-New Guinea
gal,89A,Noun-Numeral,Galo,Sino-Tibetan
gam,89A,Numeral-Noun,Gamo,Afro-Asiatic
gap,89A,Noun-Numeral,Gapapaiwa,Austronesian
gar,89A,Noun-Numeral,Garo,Sino-Tibetan
gbb,89A,Noun-Numeral,Gbeya Bossangoa,Niger-Congo
gbs,89A,Noun-Numeral,Gbaya (Southwest),Niger-Congo
gds,89A,Numeral-Noun,Gadsup,Trans-New Guinea
gel,89A,Numeral-Noun,Gela,Austronesian
geo,89A,Numeral-Noun,Georgian,Kartvelian
ger,89A,Numeral-Noun,German,Indo-European
gim,89A,No_dominant_order_numeral_noun,Gimira,Afro-Asiatic
giz,89A,Noun-Numeral,Giziga,Afro-Asiatic
gjj,89A,Numeral-Noun,Guajajara,Tupian
gku,89A,Numeral-Noun,Gününa Küne,Chon
gla,89A,Numeral-Noun,Gelao,Tai-Kadai
gln,89A,Noun-Numeral,Golin,Trans-New Guinea
gmw,89A,Noun-Numeral,Gumawana,Austronesian
gnb,89A,Numeral-Noun,Gunbalang,Gunwinyguan
goa,89A,Numeral-Noun,Goajiro,Arawakan
god,89A,Numeral-Noun,Godoberi,Nakh-Daghestanian
goe,89A,Noun-Numeral,Goemai,Afro-Asiatic
gok,89A,Numeral-Noun,Gokana,Niger-Congo
gon,89A,Numeral-Noun,Gondi,Dravidian
goo,89A,Numeral-Noun,Gooniyandi,Bunuban
grb,89A,Noun-Numeral,Grebo,Niger-Congo
grf,89A,Numeral-Noun,Garífuna,Arawakan
grj,89A,Noun-Numeral,Guarijío,Uto-Aztecan
grk,89A,Numeral-Noun,Greek (Modern),Indo-European
grr,89A,No_dominant_order_numeral_noun,Garrwa,Garrwan
grw,89A,Noun-Numeral,Greenlandic (West),Eskimo-Aleut
gua,89A,Numeral-Noun,Guaraní,Tupian
gud,89A,Noun-Numeral,Gude,Afro-Asiatic
guj,89A,Numeral-Noun,Gujarati,Indo-European
gul,89A,Noun-Numeral,Gula (in Central African Republic),Central Sudanic
gur,89A,Noun-Numeral,Gurung,Sino-Tibetan
guu,89A,Noun-Numeral,Guugu Yimidhirr,Pama-Nyungan
gwa,89A,Noun-Numeral,Gwari,Niger-Congo
gwo,89A,Noun-Numeral,Gworok,Niger-Congo
gyc,89A,Noun-Numeral,Gyarong (Cogtse),Sino-Tibetan
hak,89A,Numeral-Noun,Hakka,Sino-Tibetan
hal,89A,Numeral-Noun,Halia,Austronesian
ham,89A,Noun-Numeral,Hamtai,Trans-New Guinea
han,89A,Noun-Numeral,Hani,Sino-Tibetan
hat,89A,Noun-Numeral,Hatam,West Papuan
hau,89A,Noun-Numeral,Hausa,Afro-Asiatic
haw,89A,Numeral-Noun,Hawaiian,Austronesian
hay,89A,No_dominant_order_numeral_noun,Hayu,Sino-Tibetan
hdi,89A,Noun-Numeral,Hdi,Afro-Asiatic
heb,89A,Numeral-Noun,Hebrew (Modern),Afro-Asiatic
heh,89A,Noun-Numeral,Hehe,Niger-Congo
hem,89A,Noun-Numeral,Hemba,Niger-Congo
hhu,89A,No_dominant_order_numeral_noun,Hanga Hundi,Sepik
hil,89A,Numeral-Noun,Hiligaynon,Austronesian
hin,89A,Numeral-Noun,Hindi,Indo-European
hix,89A,Numeral-Noun,Hixkaryana,Cariban
hlu,89A,Numeral-Noun,Halkomelem (Upriver),Salishan
hma,89A,Noun-Numeral,Hmar,Sino-Tibetan
hmi,89A,Numeral-Noun,Huitoto (Minica),Huitotoan
hmo,89A,Numeral-Noun,Hmong Njua,Hmong-Mien
hna,89A,Noun-Numeral,Mina,Afro-Asiatic
hnd,89A,Noun-Numeral,Hunde,Niger-Congo
hoa,89A,Numeral-Noun,Hoava,Austronesian
hol,89A,Noun-Numeral,Holoholo,Niger-Congo
hop,89A,Numeral-Noun,Hopi,Uto-Aztecan
hpd,89A,Numeral-Noun,Hup,Nadahup
htc,89A,Numeral-Noun,Huastec,Mayan
hua,89A,Numeral-Noun,Hua,Trans-New Guinea
huc,89A,Noun-Numeral,=|Hoan,Kxa
hun,89A,Numeral-Noun,Hungarian,Uralic
hup,89A,Numeral-Noun,Hupa,Na-Dene
hwr,89A,Numeral-Noun,Hawrami,Indo-European
hya,89A,Noun-Numeral,Haya,Niger-Congo
hzb,89A,Numeral-Noun,Hunzib,Nakh-Daghestanian
iaa,89A,Numeral-Noun,Iaai,Austronesian
iau,89A,Noun-Numeral,Iau,Lakes Plain
iba,89A,Numeral-Noun,Iban,Austronesian
ice,89A,Numeral-Noun,Icelandic,Indo-European
idn,89A,Noun-Numeral,Iduna,Austronesian
idu,89A,Noun-Numeral,Idu,Sino-Tibetan
ifm,89A,Noun-Numeral,Ifumu,Niger-Congo
ifu,89A,Numeral-Noun,Ifugao (Batad),Austronesian
igb,89A,Noun-Numeral,Igbo,Niger-Congo
ige,89A,Noun-Numeral,Igede,Niger-Congo
ijo,89A,Numeral-Noun,Ijo (Kolokuma),Ijoid
ik,89A,Noun-Numeral,Ik,Eastern Sudanic
ika,89A,No_dominant_order_numeral_noun,Ika,Chibchan
imo,89A,Noun-Numeral,Imonda,Border
ina,89A,Noun-Numeral,Inanwatan,South Bird's Head
ind,89A,Numeral-Noun,Indonesian,Austronesian
ing,89A,Numeral-Noun,Ingush,Nakh-Daghestanian
inn,89A,Noun-Numeral,Innamincka,Pama-Nyungan
iqu,89A,Numeral-Noun,Iquito,Zaparoan
iri,89A,Numeral-Noun,Irish,Indo-European
irq,89A,Noun-Numeral,Iraqw,Afro-Asiatic
irr,89A,Noun-Numeral,Irarutu,Austronesian
isa,89A,Noun-Numeral,I'saka,Skou
ita,89A,Numeral-Noun,Italian,Indo-European
ite,89A,Numeral-Noun,Itelmen,Chukotko-Kamchatkan
iwa,89A,Numeral-Noun,Iwaidja,Iwaidjan
iwm,89A,Noun-Numeral,Iwam,Sepik
izi,89A,No_dominant_order_numeral_noun,Izi,Niger-Congo
jab,89A,Noun-Numeral,Jabêm,Austronesian
jad,89A,Noun-Numeral,Jad,Sino-Tibetan
jak,89A,Numeral-Noun,Jakaltek,Mayan
jam,89A,No_dominant_order_numeral_noun,Jaminjung,Mirndi
jaq,89A,Numeral-Noun,Jaqaru,Aymaran
jel,89A,Noun-Numeral,Jeli,Mande
jiv,89A,Numeral-Noun,Jivaro,Jivaroan
jms,89A,Noun-Numeral,Jamsay,Dogon
jng,89A,Noun-Numeral,Jingpho,Sino-Tibetan
joh,89A,Numeral-Noun,Johari,Sino-Tibetan
juh,89A,Noun-Numeral,Ju|'hoan,Kxa
juk,89A,Noun-Numeral,Jukun,Niger-Congo
jva,89A,No_dominant_order_numeral_noun,Karajá,Macro-Ge
kaa,89A,Numeral only modifies verb,Karó (Arára),Tupian
kac,89A,Noun-Numeral,Kachari,Sino-Tibetan
kae,89A,Noun-Numeral,Kaki Ae,Eleman
kan,89A,Numeral-Noun,Kana,Niger-Congo
kar,89A,Noun-Numeral,Kara (in Central African Republic),Central Sudanic
kas,89A,Numeral-Noun,Kashmiri,Indo-European
kau,89A,Noun-Numeral,Kaulong,Austronesian
kay,89A,Numeral-Noun,Kayardild,Tangkic
kbt,89A,Numeral-Noun,Kabatei,Indo-European
kbw,89A,Noun-Numeral,Karen (Bwe),Sino-Tibetan
kch,89A,Noun-Numeral,Koyra Chiini,Songhay
kdz,89A,Numeral-Noun,Kadazan,Austronesian
kel,89A,Noun-Numeral,Kele,Austronesian
ken,89A,Noun-Numeral,Kenga,Central Sudanic
ker,89A,Noun-Numeral,Kera,Afro-Asiatic
ket,89A,Numeral-Noun,Ket,Yeniseian
kew,89A,Noun-Numeral,Kewa,Trans-New Guinea
kfe,89A,Noun-Numeral,Koromfe,Niger-Congo
kga,89A,Noun-Numeral,Kinga,Niger-Congo
kgr,89A,Noun-Numeral,Kagulu,Niger-Congo
kgu,89A,Numeral-Noun,Kalkatungu,Pama-Nyungan
kgy,89A,Noun-Numeral,Kyirong,Sino-Tibetan
kgz,89A,Numeral-Noun,Kirghiz,Altaic
kha,89A,Numeral-Noun,Khalkha,Altaic
khd,89A,Noun-Numeral,Kham (Dege),Sino-Tibetan
khg,89A,Numeral-Noun,Khaling,Sino-Tibetan
khl,89A,Numeral-Noun,Khalaj,Altaic
khm,89A,Noun-Numeral,Khmer,Austro-Asiatic
kho,89A,Numeral-Noun,Nama,Khoe-Kwadi
khr,89A,Numeral-Noun,Kharia,Austro-Asiatic
khs,89A,Numeral-Noun,Khasi,Austro-Asiatic
kie,89A,Noun-Numeral,Kire,Lower Sepik-Ramu
kim,89A,Noun-Numeral,Kimaghama,Kolopom
kin,89A,Noun-Numeral,Kinyarwanda,Niger-Congo
kio,89A,Numeral-Noun,Kiowa,Kiowa-Tanoan
kir,89A,Noun-Numeral,Kirma,Niger-Congo
kis,89A,Noun-Numeral,Kisi,Niger-Congo
kiw,89A,Numeral-Noun,Kiwai (Southern),Kiwaian
kje,89A,Noun-Numeral,Koreguaje,Tucanoan
kkp,89A,Numeral-Noun,Karakalpak,Altaic
kkt,89A,Numeral-Noun,Kokota,Austronesian
kku,89A,Numeral-Noun,Korku,Austro-Asiatic
kkv,89A,Noun-Numeral,Lusi,Austronesian
klm,89A,Numeral-Noun,Klamath,Penutian
klq,89A,Noun-Numeral,Kalam,Trans-New Guinea
klr,89A,Numeral-Noun,Koluri,Indo-European
klv,89A,Numeral-Noun,Kilivila,Austronesian
kma,89A,Numeral-Noun,Kamaiurá,Tupian
kmb,89A,Noun-Numeral,Kombai,Trans-New Guinea
kmh,89A,Numeral-Noun,Kham,Sino-Tibetan
kmi,89A,Noun-Numeral,Kami,Niger-Congo
kmj,89A,Noun-Numeral,Karimojong,Eastern Sudanic
kmn,89A,Noun-Numeral,Kuman,Trans-New Guinea
kmo,89A,Noun-Numeral,Koiali (Mountain),Trans-New Guinea
kmp,89A,Noun-Numeral,Kunimaipa,Trans-New Guinea
kmr,89A,Noun-Numeral,Kamoro,Trans-New Guinea
kmu,89A,Noun-Numeral,Khmu',Austro-Asiatic
kmz,89A,Noun-Numeral,Kamasau,Torricelli
knb,89A,Numeral-Noun,Kanum (Bädi),Morehead and Upper Maro Rivers
knc,89A,Noun-Numeral,Kugu Nganhcara,Pama-Nyungan
knd,89A,Numeral-Noun,Kannada,Dravidian
kni,89A,Noun-Numeral,Konni,Niger-Congo
knk,89A,Noun-Numeral,Kanakuru,Afro-Asiatic
knn,89A,Numeral-Noun,Kinnauri,Sino-Tibetan
kno,89A,Numeral-Noun,Kanoê,Kapixana
knr,89A,Noun-Numeral,Kanuri,Saharan
knz,89A,Noun-Numeral,Kham (Tibetan) (Nangchen),Sino-Tibetan
koa,89A,Noun-Numeral,Koasati,Muskogean
kob,89A,Noun-Numeral,Kobon,Trans-New Guinea
koe,89A,Noun-Numeral,Koegu,Eastern Sudanic
kok,89A,Noun-Numeral,Kokborok,Sino-Tibetan
kol,89A,Numeral-Noun,Kolami,Dravidian
kon,89A,Noun-Numeral,Kongo,Niger-Congo
kop,89A,Numeral-Noun,Komi-Permyak,Uralic
kos,89A,Noun-Numeral,Kosraean,Austronesian
koy,89A,Numeral-Noun,Koya,Dravidian
