Language_ID,Parameter_ID,Value,Name,Family
ams,A85,Prepositions,Arabic (Modern Standard),Afro-Asiatic
amt,A85,Postpositions,Amdo (Themchen),Sino-Tibetan
ana,A85,Postpositions,Araona,Tacanan
anc,A85,Prepositions,Angas,Afro-Asiatic
ang,A85,Postpositions,Anggor,Senagi
anj,A85,Prepositions,Anejom,Austronesian
ann,A85,Inpositions,Anindilyakwa,Gunwinyguan
any,A85,Prepositions,Anywa,Eastern Sudanic
ao,A85,Postpositions,Ao,Sino-Tibetan
api,A85,Postpositions,Apinayé,Macro-Ge
apl,A85,Postpositions,Apalaí,Cariban
apt,A85,Postpositions,Apatani,Sino-Tibetan
apu,A85,Postpositions,Apurinã,Arawakan
ara,A85,Postpositions,Lokono,Arawakan
arc,A85,Postpositions,Archi,Nakh-Daghestanian
arg,A85,Prepositions,Arabic (Gulf),Afro-Asiatic
arj,A85,Prepositions,Arabic (Kuwaiti),Afro-Asiatic
arm,A85,Postpositions,Armenian (Eastern),Indo-European
aro,A85,Prepositions,Arosi,Austronesian
arp,A85,Prepositions,Arapesh (Mountain),Torricelli
arq,A85,Prepositions,Arabic (Iraqi),Afro-Asiatic
arw,A85,Postpositions,Armenian (Western),Indo-European
asm,A85,No adpositions,Asmat,Trans-New Guinea
asu,A85,Postpositions,Asuriní,Tupian
asy,A85,Prepositions,Arabic (Syrian),Afro-Asiatic
ata,A85,Prepositions,Atayal,Austronesian
au,A85,Prepositions,Au,Torricelli
ava,A85,Postpositions,Avar,Nakh-Daghestanian
avo,A85,Postpositions,Avokaya,Central Sudanic
awe,A85,Postpositions,Arrernte (Western),Pama-Nyungan
awp,A85,Postpositions,Awa Pit,Barbacoan
awt,A85,Postpositions,Awtuw,Sepik
aym,A85,Postpositions,Aymara (Central),Aymaran
ayw,A85,Prepositions,Ayiwo,Austronesian
baa,A85,Postpositions,Barai,Trans-New Guinea
bab,A85,Prepositions,Babungo,Niger-Congo
bac,A85,Postpositions,Bachamal,Anson Bay
bae,A85,Postpositions,Baré,Arawakan
baf,A85,Prepositions,Bafut,Niger-Congo
bag,A85,Prepositions,Bagirmi,Central Sudanic
bai,A85,No dominant adposition order,Bai,Sino-Tibetan
baj,A85,Prepositions,Bajau (Sama),Austronesian
bak,A85,Prepositions,Baka (in Cameroon),Niger-Congo
bam,A85,Postpositions,Bambara,Mande
bao,A85,Postpositions,Bao'an,Altaic
bar,A85,Prepositions,Bari,Eastern Sudanic
bas,A85,Prepositions,Basaá,Niger-Congo
baw,A85,Postpositions,Bawm,Sino-Tibetan
bbf,A85,Postpositions,Bobo Madaré (Northern),Mande
bbl,A85,Prepositions,Babole,Niger-Congo
bbu,A85,Prepositions,Barambu,Niger-Congo
bbw,A85,No dominant adposition order,Bininj Gun-Wok,Gunwinyguan
bco,A85,Prepositions,Bella Coola,Salishan
bdu,A85,Prepositions,Budu,Niger-Congo
bej,A85,Postpositions,Beja,Afro-Asiatic
bfg,A85,Prepositions,Berber (Figuig),Afro-Asiatic
bfi,A85,Prepositions,Bafia,Niger-Congo
bga,A85,Prepositions,Benga,Niger-Congo
bgo,A85,Prepositions,Bongo,Central Sudanic
bgr,A85,No dominant adposition order,Bagiro,Central Sudanic
bgs,A85,Postpositions,Baga Sitemu,Niger-Congo
bho,A85,Postpositions,Bhojpuri,Indo-European
bid,A85,Prepositions,Bidiya,Afro-Asiatic
bik,A85,Prepositions,Biak,Austronesian
bil,A85,Postpositions,Bilua,Solomons East Papuan
bin,A85,Postpositions,Binandere,Trans-New Guinea
bir,A85,Prepositions,Birom,Niger-Congo
bka,A85,Prepositions,Baka (in South Sudan),Central Sudanic
bkb,A85,Postpositions,Betta Kurumba,Dravidian
bkl,A85,Prepositions,Bikol,Austronesian
bkr,A85,Prepositions,Batak (Karo),Austronesian
bla,A85,No adpositions,Blackfoot,Algic
ble,A85,Postpositions,Baoulé,Niger-Congo
bln,A85,Postpositions,Bilin,Afro-Asiatic
blt,A85,Postpositions,Balti,Sino-Tibetan
blu,A85,Prepositions,Bena-Lulua,Niger-Congo
blx,A85,Postpositions,Biloxi,Siouan
bma,A85,Prepositions,Berber (Middle Atlas),Afro-Asiatic
bmb,A85,No dominant adposition order,Bimoba,Niger-Congo
bmz,A85,Prepositions,Berber (Mzab),Afro-Asiatic
bnb,A85,Inpositions,Bunuba,Bunuban
bni,A85,Prepositions,Bini,Niger-Congo
bnk,A85,Prepositions,Bankon,Niger-Congo
bnn,A85,Prepositions,Banoni,Austronesian
boa,A85,Postpositions,Boazi (Kuni),Anim
bob,A85,Prepositions,Bobangi,Niger-Congo
boj,A85,Postpositions,Bori,Sino-Tibetan
bok,A85,Postpositions,Boko,Mande
bol,A85,Prepositions,Bolia,Niger-Congo
bon,A85,Postpositions,Bongu,Trans-New Guinea
bra,A85,Prepositions,Brao,Austro-Asiatic
bre,A85,Prepositions,Breton,Indo-European
brf,A85,Prepositions,Berber (Rif),Afro-Asiatic
brh,A85,Postpositions,Brahui,Dravidian
bri,A85,Postpositions,Bribri,Chibchan
brm,A85,Postpositions,Burmese,Sino-Tibetan
brn,A85,No dominant adposition order,Burunge,Afro-Asiatic
brq,A85,Prepositions,Bera,Niger-Congo
brs,A85,Postpositions,Barasano,Tucanoan
bry,A85,Postpositions,Baruya,Trans-New Guinea
bse,A85,Prepositions,Berber (Ayt Seghrouchen Middle Atlas),Afro-Asiatic
bsh,A85,Prepositions,Bushoong,Niger-Congo
bsi,A85,Prepositions,Berber (Siwa),Afro-Asiatic
bsk,A85,Postpositions,Bashkir,Altaic
btk,A85,Prepositions,Bontok,Austronesian
bto,A85,Prepositions,Batak (Toba),Austronesian
bua,A85,Postpositions,Burarra,Mangrida
bud,A85,Prepositions,Buduma,Afro-Asiatic
bul,A85,Prepositions,Bulgarian,Indo-European
bum,A85,Prepositions,Buma,Austronesian
bus,A85,Postpositions,Busa,Mande
but,A85,Postpositions,Buriat,Altaic
buu,A85,Prepositions,Buru,Austronesian
bvi,A85,Prepositions,Bali-Vitu,Austronesian
bwc,A85,Prepositions,Bajau (West Coast),Austronesian
bya,A85,Postpositions,Byansi,Sino-Tibetan
bzi,A85,Postpositions,Bauzi,East Geelvink Bay
cah,A85,Postpositions,Cahuilla,Uto-Aztecan
cai,A85,Postpositions,Chai,Eastern Sudanic
cak,A85,Prepositions,Cakchiquel,Mayan
car,A85,Postpositions,Carib,Cariban
cas,A85,Postpositions,Cashibo,Panoan
cav,A85,Postpositions,Cavineña,Tacanan
cax,A85,No adpositions,Campa (Axininca),Arawakan
cba,A85,Prepositions,Chumash (Barbareño),Chumash
cbo,A85,Postpositions,Chácobo,Panoan
ccm,A85,Prepositions,Chinantec (Comaltepec),Oto-Manguean
cct,A85,Postpositions,Choctaw,Muskogean
cde,A85,Postpositions,Carib (De'kwana),Cariban
ceb,A85,Prepositions,Cebuano,Austronesian
cem,A85,Prepositions,Cèmuhî,Austronesian
cha,A85,Prepositions,Chamorro,Austronesian
chc,A85,Postpositions,Chechen,Nakh-Daghestanian
che,A85,Postpositions,Cherokee,Iroquoian
chg,A85,Postpositions,Chang,Sino-Tibetan
chh,A85,No dominant adposition order,Chaha,Afro-Asiatic
chi,A85,Postpositions,Chimariko,Hokan
chj,A85,Prepositions,Chuj,Mayan
chk,A85,Postpositions,Chukchi,Chukotko-Kamchatkan
chn,A85,Postpositions,Chantyal,Sino-Tibetan
chp,A85,Postpositions,Chipewyan,Na-Dene
chq,A85,Prepositions,Chinantec (Quiotepec),Oto-Manguean
chr,A85,Prepositions,Chrau,Austro-Asiatic
chs,A85,Postpositions,Chin (Siyin),Sino-Tibetan
chv,A85,Postpositions,Chuvash,Altaic
cic,A85,Prepositions,Chichewa,Niger-Congo
ckl,A85,Prepositions,Chinook (Lower),Penutian
cld,A85,Prepositions,Chaldean (Modern),Afro-Asiatic
cle,A85,Prepositions,Chinantec (Lealao),Oto-Manguean
cln,A85,Postpositions,Cholón,Cholon
cmh,A85,Postpositions,Chemehuevi,Uto-Aztecan
cmn,A85,Postpositions,Comanche,Uto-Aztecan
cmr,A85,Postpositions,Chin (Mara),Sino-Tibetan
cmx,A85,Prepositions,Comox,Salishan
cmy,A85,Prepositions,Chontal Maya,Mayan
cnl,A85,Postpositions,Canela,Macro-Ge
cnm,A85,Postpositions,Canamarí,Katukinan
cnt,A85,No dominant adposition order,Cantonese,Sino-Tibetan
coc,A85,Postpositions,Cocama,Tupian
coe,A85,Prepositions,Coeur d'Alene,Salishan
coo,A85,Postpositions,Coos (Hanis),Oregon Coast
cop,A85,Prepositions,Coptic,Afro-Asiatic
cor,A85,Postpositions,Cora,Uto-Aztecan
cpl,A85,Prepositions,Chinantec (Palantla),Oto-Manguean
cqt,A85,Prepositions,Chiquitano,Chiquito
cre,A85,No adpositions,Cree (Plains),Algic
crn,A85,Prepositions,Cornish,Indo-European
cso,A85,Prepositions,Chatino (Sierra Occidental),Oto-Manguean
cti,A85,Postpositions,Chin (Tiddim),Sino-Tibetan
ctl,A85,Prepositions,Catalan,Indo-European
ctw,A85,Postpositions,Catawba,Siouan
cub,A85,Postpositions,Cubeo,Tucanoan
cuc,A85,Prepositions,Cuica,Timote-Cuica
cup,A85,Postpositions,Cupeño,Uto-Aztecan
cya,A85,Prepositions,Chatino (Yaitepec),Oto-Manguean
cze,A85,Prepositions,Czech,Indo-European
dag,A85,Postpositions,Daga,Dagan
dan,A85,Postpositions,Dan,Mande
daw,A85,Postpositions,Dâw,Nadahup
dds,A85,Postpositions,Donno So,Dogon
der,A85,Postpositions,Dla (Proper),Senagi
des,A85,Postpositions,Desano,Tucanoan
dga,A85,Postpositions,Dagaare,Niger-Congo
dgb,A85,Postpositions,Dagbani,Niger-Congo
dgr,A85,Postpositions,Dagur,Altaic
dhm,A85,Postpositions,Dhimal,Sino-Tibetan
dhr,A85,No adpositions,Dhargari,Pama-Nyungan
did,A85,Prepositions,Didinga,Eastern Sudanic
die,A85,Postpositions,Diegueño (Mesa Grande),Hokan
dig,A85,Postpositions,Digaro,Sino-Tibetan
dim,A85,Postpositions,Dime,Afro-Asiatic
din,A85,No dominant adposition order,Dinka,Eastern Sudanic
dio,A85,Prepositions,Diola-Fogny,Niger-Congo
dji,A85,Postpositions,Djingili,Mirndi
dlm,A85,Postpositions,Dla (Menggwa),Senagi
dmi,A85,Postpositions,Dumi,Sino-Tibetan
dmk,A85,Postpositions,Domaaki,Indo-European
dms,A85,Postpositions,Dimasa,Sino-Tibetan
dng,A85,Prepositions,Ding,Niger-Congo
dni,A85,Postpositions,Dani (Lower Grand Valley),Trans-New Guinea
dok,A85,Prepositions,Bwele,Niger-Congo
dom,A85,Prepositions,Domari,Indo-European
don,A85,Prepositions,Dong (Southern),Tai-Kadai
doy,A85,No dominant adposition order,Doyayo,Niger-Congo
dre,A85,Prepositions,Drehu,Austronesian
drg,A85,Postpositions,Dargwa,Nakh-Daghestanian
drm,A85,Postpositions,Darma,Sino-Tibetan
dsh,A85,Prepositions,Danish,Indo-European
duk,A85,Prepositions,Duka,Niger-Congo
dul,A85,Postpositions,Dulong,Sino-Tibetan
dun,A85,Postpositions,Duna,Trans-New Guinea
dut,A85,Prepositions,Dutch,Indo-European
dyi,A85,No adpositions,Dyirbal,Pama-Nyungan
edo,A85,Postpositions,Edolo,Bosavi
egn,A85,Prepositions,Engenni,Niger-Congo
eip,A85,Postpositions,Eipo,Trans-New Guinea
emb,A85,Postpositions,Emberá (Northern),Choco
eme,A85,Postpositions,Émérillon,Tupian
emm,A85,Postpositions,Emmi,Western Daly
ene,A85,Postpositions,Enets,Uralic
eng,A85,Prepositions,English,Indo-European
eno,A85,Prepositions,Enggano,Austronesian
epe,A85,Postpositions,Epena Pedee,Choco
erk,A85,Prepositions,Efate (South),Austronesian
err,A85,Prepositions,Erromangan,Austronesian
ese,A85,Postpositions,Ese Ejja,Tacanan
esm,A85,Prepositions,Esmeraldeño,Tacame
est,A85,Postpositions,Estonian,Uralic
eud,A85,Postpositions,Eudeve,Uto-Aztecan
eve,A85,Postpositions,Evenki,Altaic
evn,A85,Postpositions,Even,Altaic
ewe,A85,Postpositions,Ewe,Niger-Congo
ewo,A85,Prepositions,Ewondo,Niger-Congo
fas,A85,Postpositions,Fasu,Trans-New Guinea
fij,A85,Prepositions,Fijian,Austronesian
fin,A85,Postpositions,Finnish,Uralic
fon,A85,No dominant adposition order,Fongbe,Niger-Congo
for,A85,Postpositions,Fore,Trans-New Guinea
fqs,A85,Postpositions,Momu,Baibai-Fas
fre,A85,Prepositions,French,Indo-European
fri,A85,Prepositions,Frisian,Indo-European
fua,A85,Prepositions,Fulfulde (Adamawa),Niger-Congo
ful,A85,Postpositions,Fulniô,Yaté
fut,A85,Prepositions,Futuna-Aniwa,Austronesian
fye,A85,Prepositions,Fyem,Niger-Congo
gae,A85,Prepositions,Gaelic (Scots),Indo-European
gam,A85,Postpositions,Gamo,Afro-Asiatic
gap,A85,Postpositions,Gapapaiwa,Austronesian
gar,A85,Postpositions,Garo,Sino-Tibetan
gav,A85,Postpositions,Gavião,Tupian
gbb,A85,Prepositions,Gbeya Bossangoa,Niger-Congo
gel,A85,Prepositions,Gela,Austronesian
geo,A85,Postpositions,Georgian,Kartvelian
ger,A85,Prepositions,German,Indo-European
ghb,A85,Postpositions,Guahibo,Guahiban
gim,A85,Postpositions,Gimira,Afro-Asiatic
git,A85,Prepositions,Gitksan,Penutian
giz,A85,Prepositions,Giziga,Afro-Asiatic
gjj,A85,Postpositions,Guajajara,Tupian
gku,A85,Prepositions,Gününa Küne,Chon
gla,A85,Prepositions,Gelao,Tai-Kadai
gln,A85,Postpositions,Golin,Trans-New Guinea
gmw,A85,Postpositions,Gumawana,Austronesian
gnb,A85,Prepositions,Gunbalang,Gunwinyguan
gnd,A85,Prepositions,Ga'anda,Afro-Asiatic
gnn,A85,Postpositions,Gunin,Worrorran
goa,A85,Prepositions,Goajiro,Arawakan
goe,A85,Prepositions,Goemai,Afro-Asiatic
gok,A85,Prepositions,Gokana,Niger-Congo
gon,A85,Postpositions,Gondi,Dravidian
goo,A85,Inpositions,Gooniyandi,Bunuban
grb,A85,Postpositions,Grebo,Niger-Congo
grf,A85,Prepositions,Garífuna,Arawakan
grj,A85,Postpositions,Guarijío,Uto-Aztecan
grk,A85,Prepositions,Greek (Modern),Indo-European
grr,A85,Prepositions,Garrwa,Garrwan
grw,A85,Postpositions,Greenlandic (West),Eskimo-Aleut
gua,A85,Postpositions,Guaraní,Tupian
gud,A85,Prepositions,Gude,Afro-Asiatic
guj,A85,Postpositions,Gujarati,Indo-European
gul,A85,No dominant adposition order,Gula (in Central African Republic),Central Sudanic
gur,A85,Postpositions,Gurung,Sino-Tibetan
guw,A85,No dominant adposition order,Gungbe,Niger-Congo
gwa,A85,No dominant adposition order,Gwari,Niger-Congo
gwo,A85,Prepositions,Gworok,Niger-Congo
gyc,A85,Postpositions,Gyarong (Cogtse),Sino-Tibetan
hal,A85,Prepositions,Halia,Austronesian
ham,A85,Postpositions,Hamtai,Trans-New Guinea
han,A85,Postpositions,Hani,Sino-Tibetan
hat,A85,Prepositions,Hatam,West Papuan
hau,A85,Prepositions,Hausa,Afro-Asiatic
haw,A85,Prepositions,Hawaiian,Austronesian
hay,A85,Postpositions,Hayu,Sino-Tibetan
hdi,A85,Prepositions,Hdi,Afro-Asiatic
heb,A85,Prepositions,Hebrew (Modern),Afro-Asiatic
heh,A85,Prepositions,Hehe,Niger-Congo
hei,A85,Prepositions,Heiltsuk,Wakashan
hem,A85,Prepositions,Hemba,Niger-Congo
hhu,A85,Postpositions,Hanga Hundi,Sepik
hid,A85,Postpositions,Hidatsa,Siouan
hil,A85,Prepositions,Hiligaynon,Austronesian
hin,A85,Postpositions,Hindi,Indo-European
hix,A85,Postpositions,Hixkaryana,Cariban
hlp,A85,Postpositions,Hualapai,Hokan
hlu,A85,Prepositions,Halkomelem (Upriver),Salishan
hma,A85,Postpositions,Hmar,Sino-Tibetan
hmo,A85,Prepositions,Hmong Njua,Hmong-Mien
hna,A85,Prepositions,Mina,Afro-Asiatic
ho,A85,Postpositions,Ho,Austro-Asiatic
hoa,A85,Prepositions,Hoava,Austronesian
hop,A85,Postpositions,Hopi,Uto-Aztecan
hpd,A85,Postpositions,Hup,Nadahup
htc,A85,Prepositions,Huastec,Mayan
hua,A85,Postpositions,Hua,Trans-New Guinea
huc,A85,No dominant adposition order,=|Hoan,Kxa
hum,A85,Postpositions,Huitoto (Murui),Huitotoan
hun,A85,Postpositions,Hungarian,Uralic
hup,A85,Postpositions,Hupa,Na-Dene
hve,A85,Prepositions,Huave (San Mateo del Mar),Huavean
hwr,A85,Prepositions,Hawrami,Indo-European
hya,A85,Prepositions,Haya,Niger-Congo
hzb,A85,Postpositions,Hunzib,Nakh-Daghestanian
iaa,A85,Prepositions,Iaai,Austronesian
iau,A85,Postpositions,Iau,Lakes Plain
iba,A85,Prepositions,Iban,Austronesian
ice,A85,Prepositions,Icelandic,Indo-European
idn,A85,Postpositions,Iduna,Austronesian
idu,A85,Postpositions,Idu,Sino-Tibetan
ifm,A85,Prepositions,Ifumu,Niger-Congo
ifu,A85,Prepositions,Ifugao (Batad),Austronesian
igb,A85,Prepositions,Igbo,Niger-Congo
ign,A85,Prepositions,Ignaciano,Arawakan
igs,A85,Prepositions,Ingessana,Eastern Sudanic
ik,A85,Prepositions,Ik,Eastern Sudanic
ika,A85,Postpositions,Ika,Chibchan
ila,A85,Prepositions,Ila,Niger-Congo
ilo,A85,Prepositions,Ilocano,Austronesian
imo,A85,Postpositions,Imonda,Border
ina,A85,Postpositions,Inanwatan,South Bird's Head
ind,A85,Prepositions,Indonesian,Austronesian
ing,A85,Postpositions,Ingush,Nakh-Daghestanian
inn,A85,Postpositions,Innamincka,Pama-Nyungan
iqu,A85,Postpositions,Iquito,Zaparoan
iri,A85,Prepositions,Irish,Indo-European
irq,A85,Prepositions,Iraqw,Afro-Asiatic
irr,A85,Prepositions,Irarutu,Austronesian
isa,A85,No dominant adposition order,I'saka,Skou
ita,A85,Prepositions,Italian,Indo-European
ite,A85,No adpositions,Itelmen,Chukotko-Kamchatkan
iwa,A85,No dominant adposition order,Iwaidja,Iwaidjan
ixi,A85,Prepositions,Ixil,Mayan
izi,A85,Prepositions,Izi,Niger-Congo
jab,A85,No dominant adposition order,Jabêm,Austronesian
jak,A85,Prepositions,Jakaltek,Mayan
jar,A85,Prepositions,Izere,Niger-Congo
jbt,A85,Postpositions,Jabutí,Macro-Ge
jel,A85,Postpositions,Jeli,Mande
jin,A85,Postpositions,Jino,Sino-Tibetan
jlu,A85,Prepositions,Luwo,Eastern Sudanic
jmo,A85,Prepositions,Jur Mödö,Central Sudanic
jms,A85,Postpositions,Jamsay,Dogon
jng,A85,Postpositions,Jingpho,Sino-Tibetan
joh,A85,Postpositions,Johari,Sino-Tibetan
jug,A85,Postpositions,Jugli,Sino-Tibetan
juh,A85,Postpositions,Ju|'hoan,Kxa
juk,A85,Prepositions,Jukun,Niger-Congo
jva,A85,Postpositions,Karajá,Macro-Ge
kaa,A85,Postpositions,Karó (Arára),Tupian
kab,A85,Postpositions,Kabardian,Northwest Caucasian
kac,A85,Postpositions,Kachari,Sino-Tibetan
kam,A85,Prepositions,Kambera,Austronesian
kan,A85,Prepositions,Kana,Niger-Congo
kar,A85,Prepositions,Kara (in Central African Republic),Central Sudanic
kas,A85,Postpositions,Kashmiri,Indo-European
kau,A85,Prepositions,Kaulong,Austronesian
kay,A85,No adpositions,Kayardild,Tangkic
kbl,A85,Prepositions,Kabyle,Afro-Asiatic
kbo,A85,Postpositions,Kambot,Lower Sepik-Ramu
kbt,A85,Postpositions,Kabatei,Indo-European
kbw,A85,Prepositions,Karen (Bwe),Sino-Tibetan
kby,A85,Prepositions,Kabiyé,Niger-Congo
kch,A85,Postpositions,Koyra Chiini,Songhay
kdw,A85,No adpositions,Kadiwéu,Guaicuruan
kdz,A85,Prepositions,Kadazan,Austronesian
kel,A85,Prepositions,Kele,Austronesian
kem,A85,Postpositions,Kemant,Afro-Asiatic
ken,A85,No dominant adposition order,Kenga,Central Sudanic
ker,A85,Prepositions,Kera,Afro-Asiatic
ket,A85,Postpositions,Ket,Yeniseian
kew,A85,Postpositions,Kewa,Trans-New Guinea
kfe,A85,No dominant adposition order,Koromfe,Niger-Congo
kga,A85,Prepositions,Kinga,Niger-Congo
kgr,A85,Prepositions,Kagulu,Niger-Congo
kgy,A85,Postpositions,Kyirong,Sino-Tibetan
kgz,A85,Postpositions,Kirghiz,Altaic
kha,A85,Postpositions,Khalkha,Altaic
khd,A85,Postpositions,Kham (Dege),Sino-Tibetan
khl,A85,Postpositions,Khalaj,Altaic
khm,A85,Prepositions,Khmer,Austro-Asiatic
kho,A85,Postpositions,Nama,Khoe-Kwadi
khr,A85,Postpositions,Kharia,Austro-Asiatic
khs,A85,Prepositions,Khasi,Austro-Asiatic
khw,A85,Postpositions,Khowar,Indo-European
kie,A85,Postpositions,Kire,Lower Sepik-Ramu
kik,A85,Prepositions,Kikuyu,Niger-Congo
kil,A85,Prepositions,Kiluba,Niger-Congo
kim,A85,Postpositions,Kimaghama,Kolopom
kin,A85,Prepositions,Kinyarwanda,Niger-Congo
kio,A85,No adpositions,Kiowa,Kiowa-Tanoan
kir,A85,Postpositions,Kirma,Niger-Congo
kis,A85,Prepositions,Kisi,Niger-Congo
kiw,A85,Postpositions,Kiwai (Southern),Kiwaian
kje,A85,Postpositions,Koreguaje,Tucanoan
kkp,A85,Postpositions,Karakalpak,Altaic
kkq,A85,Postpositions,Kuikúro,Cariban
kkt,A85,Prepositions,Kokota,Austronesian
kku,A85,Postpositions,Korku,Austro-Asiatic
kkv,A85,Prepositions,Lusi,Austronesian
kll,A85,Postpositions,Kaluli,Bosavi
klm,A85,Postpositions,Klamath,Penutian
klq,A85,Postpositions,Kalam,Trans-New Guinea
klr,A85,Postpositions,Koluri,Indo-European
klv,A85,Prepositions,Kilivila,Austronesian
klw,A85,No adpositions,Kiliwa,Hokan
kma,A85,Postpositions,Kamaiurá,Tupian
kmb,A85,Postpositions,Kombai,Trans-New Guinea
kmh,A85,Postpositions,Kham,Sino-Tibetan
kmi,A85,Prepositions,Kami,Niger-Congo
kmj,A85,Prepositions,Karimojong,Eastern Sudanic
kmk,A85,Postpositions,Kalmyk,Altaic
kmn,A85,Postpositions,Kuman,Trans-New Guinea
kmo,A85,Postpositions,Koiali (Mountain),Trans-New Guinea
kms,A85,Postpositions,Kamass,Uralic
kmu,A85,Prepositions,Khmu',Austro-Asiatic
kmw,A85,Postpositions,Kamu,Eastern Daly
kmz,A85,Postpositions,Kamasau,Torricelli
knb,A85,Postpositions,Kanum (Bädi),Morehead and Upper Maro Rivers
knc,A85,Postpositions,Kugu Nganhcara,Pama-Nyungan
knd,A85,Postpositions,Kannada,Dravidian
kng,A85,Postpositions,Kaingang,Macro-Ge
kni,A85,No dominant adposition order,Konni,Niger-Congo
knk,A85,Prepositions,Kanakuru,Afro-Asiatic
knn,A85,Postpositions,Kinnauri,Sino-Tibetan
knr,A85,Postpositions,Kanuri,Saharan
knz,A85,Postpositions,Kham (Tibetan) (Nangchen),Sino-Tibetan
koa,A85,Postpositions,Koasati,Muskogean
kob,A85,Postpositions,Kobon,Trans-New Guinea
koe,A85,Prepositions,Koegu,Eastern Sudanic
kok,A85,Postpositions,Kokborok,Sino-Tibetan
kol,A85,Postpositions,Kolami,Dravidian
kon,A85,Prepositions,Kongo,Niger-Congo
kop,A85,Postpositions,Komi-Permyak,Uralic
kos,A85,Prepositions,Kosraean,Austronesian
kpm,A85,Prepositions,Kapampangan,Austronesian
kpo,A85,Postpositions,Kposo,Niger-Congo
kpw,A85,Prepositions,Karen (Pwo),Sino-Tibetan
krb,A85,Prepositions,Kiribati,Austronesian
krc,A85,Postpositions,Karachay-Balkar,Altaic
krd,A85,Prepositions,Kurdish (Central),Indo-European
kre,A85,Prepositions,Kresh,Central Sudanic
krh,A85,Postpositions,Krahô,Macro-Ge
kri,A85,Prepositions,Kipea,Kariri
krj,A85,Postpositions,Karadjeri,Pama-Nyungan
krn,A85,Postpositions,Korana,Khoe-Kwadi
krr,A85,No dominant adposition order,Kairiru,Austronesian
kry,A85,Postpositions,Koryak,Chukotko-Kamchatkan
ksa,A85,Postpositions,Keresan (Santa Ana),Keresan
kse,A85,Postpositions,Koyraboro Senni,Songhay
ksg,A85,Prepositions,Karen (Sgaw),Sino-Tibetan
kte,A85,Prepositions,Kete,Niger-Congo
kti,A85,Postpositions,"Kati (in West Papua, Indonesia)",Trans-New Guinea
ktu,A85,Prepositions,Katu,Austro-Asiatic
kty,A85,Postpositions,Khanty,Uralic
kum,A85,Postpositions,Kumauni,Indo-European
kun,A85,Postpositions,Kuna,Chibchan
kuv,A85,Postpositions,Kuvi,Dravidian
kwa,A85,Prepositions,Kwaio,Austronesian
kwk,A85,Prepositions,Kwakw'ala,Wakashan
kwm,A85,Prepositions,Kwami,Afro-Asiatic
kwn,A85,Prepositions,Kwangali,Niger-Congo
kwo,A85,Postpositions,Kwoma,Sepik
kws,A85,Postpositions,Kawaiisu,Uto-Aztecan
kwy,A85,Prepositions,Iwoyo,Niger-Congo
kxo,A85,Postpositions,Kxoe,Khoe-Kwadi
kya,A85,Prepositions,Kuku-Yalanji,Pama-Nyungan
kyk,A85,Postpositions,Kyaka,Trans-New Guinea
kyl,A85,No dominant adposition order,Kayah Li (Eastern),Sino-Tibetan
