Language_ID,Parameter_ID,Value,Name,Family
bfg,97A,VO_and_NAdj,Berber (Figuig),Afro-Asiatic
bgn,97A,Other,Bugun,Sino-Tibetan
bgo,97A,Other,Bongo,Central Sudanic
bho,97A,OV_and_AdjN,Bhojpuri,Indo-European
bhu,97A,OV_and_AdjN,Bhumij,Austro-Asiatic
bia,97A,VO_and_NAdj,Bila,Niger-Congo
bid,97A,VO_and_NAdj,Bidiya,Afro-Asiatic
bii,97A,VO_and_AdjN,Biri,Pama-Nyungan
bik,97A,VO_and_NAdj,Biak,Austronesian
bil,97A,VO_and_AdjN,Bilua,Solomons East Papuan
bin,97A,OV_and_NAdj,Binandere,Trans-New Guinea
bio,97A,Other,Nai,Kwomtari
bir,97A,VO_and_NAdj,Birom,Niger-Congo
biu,97A,OV_and_NAdj,Bisu,Sino-Tibetan
bka,97A,VO_and_AdjN,Baka (in South Sudan),Central Sudanic
bkl,97A,Other,Bikol,Austronesian
bkr,97A,VO_and_NAdj,Batak (Karo),Austronesian
bkt,97A,OV_and_AdjN,Brokskat,Indo-European
bku,97A,VO_and_NAdj,Bakueri,Niger-Congo
bla,97A,VO_and_AdjN,Blackfoot,Algic
ble,97A,VO_and_NAdj,Baoulé,Niger-Congo
bln,97A,OV_and_NAdj,Bilin,Afro-Asiatic
blr,97A,Other,Belorussian,Indo-European
blt,97A,OV_and_AdjN,Balti,Sino-Tibetan
blu,97A,VO_and_NAdj,Bena-Lulua,Niger-Congo
blx,97A,OV_and_NAdj,Biloxi,Siouan
blz,97A,VO_and_NAdj,Balanta,Niger-Congo
bma,97A,VO_and_NAdj,Berber (Middle Atlas),Afro-Asiatic
bnb,97A,Other,Bunuba,Bunuban
bni,97A,VO_and_NAdj,Bini,Niger-Congo
bnj,97A,OV_and_AdjN,Bandjalang,Pama-Nyungan
bnk,97A,VO_and_NAdj,Bankon,Niger-Congo
bnn,97A,VO_and_NAdj,Banoni,Austronesian
bod,97A,OV_and_AdjN,Bodo,Sino-Tibetan
boj,97A,Other,Bori,Sino-Tibetan
bok,97A,OV_and_NAdj,Boko,Mande
bon,97A,OV_and_NAdj,Bongu,Trans-New Guinea
bra,97A,VO_and_NAdj,Brao,Austro-Asiatic
bre,97A,VO_and_NAdj,Breton,Indo-European
brf,97A,VO_and_NAdj,Berber (Rif),Afro-Asiatic
bri,97A,OV_and_NAdj,Bribri,Chibchan
brl,97A,OV_and_NAdj,Baragaunle,Sino-Tibetan
brm,97A,OV_and_NAdj,Burmese,Sino-Tibetan
brn,97A,VO_and_NAdj,Burunge,Afro-Asiatic
brp,97A,OV_and_NAdj,Barupu,Skou
brs,97A,Other,Barasano,Tucanoan
bry,97A,OV_and_NAdj,Baruya,Trans-New Guinea
bsh,97A,VO_and_NAdj,Bushoong,Niger-Congo
bsk,97A,OV_and_AdjN,Bashkir,Altaic
bsr,97A,OV_and_NAdj,Basari,Niger-Congo
btk,97A,Other,Bontok,Austronesian
bto,97A,VO_and_NAdj,Batak (Toba),Austronesian
bua,97A,Other,Burarra,Mangrida
bub,97A,VO_and_NAdj,Bubi,Niger-Congo
bud,97A,VO_and_NAdj,Buduma,Afro-Asiatic
bul,97A,VO_and_AdjN,Bulgarian,Indo-European
bum,97A,VO_and_NAdj,Buma,Austronesian
bun,97A,OV_and_NAdj,Buin,East Bougainville
bus,97A,OV_and_NAdj,Busa,Mande
but,97A,OV_and_AdjN,Buriat,Altaic
buu,97A,VO_and_NAdj,Buru,Austronesian
bvi,97A,VO_and_NAdj,Bali-Vitu,Austronesian
bwc,97A,VO_and_NAdj,Bajau (West Coast),Austronesian
bya,97A,OV_and_AdjN,Byansi,Sino-Tibetan
cah,97A,OV_and_AdjN,Cahuilla,Uto-Aztecan
cai,97A,Other,Chai,Eastern Sudanic
cak,97A,VO_and_AdjN,Cakchiquel,Mayan
car,97A,OV_and_AdjN,Carib,Cariban
cas,97A,OV_and_NAdj,Cashibo,Panoan
cav,97A,Other,Cavineña,Tacanan
cax,97A,VO_and_NAdj,Campa (Axininca),Arawakan
cay,97A,OV_and_AdjN,Cayapa,Barbacoan
cbo,97A,OV_and_NAdj,Chácobo,Panoan
ccm,97A,VO_and_NAdj,Chinantec (Comaltepec),Oto-Manguean
cct,97A,Other,Choctaw,Muskogean
cde,97A,OV_and_NAdj,Carib (De'kwana),Cariban
cem,97A,VO_and_NAdj,Cèmuhî,Austronesian
cga,97A,VO_and_NAdj,Chaga,Niger-Congo
cha,97A,VO_and_AdjN,Chamorro,Austronesian
chb,97A,OV_and_NAdj,Chambri,Lower Sepik-Ramu
chc,97A,OV_and_AdjN,Chechen,Nakh-Daghestanian
chd,97A,OV_and_AdjN,Chaudangsi,Sino-Tibetan
che,97A,OV_and_AdjN,Cherokee,Iroquoian
chg,97A,Other,Chang,Sino-Tibetan
chh,97A,OV_and_AdjN,Chaha,Afro-Asiatic
chi,97A,OV_and_NAdj,Chimariko,Hokan
chk,97A,OV_and_AdjN,Chukchi,Chukotko-Kamchatkan
chn,97A,OV_and_AdjN,Chantyal,Sino-Tibetan
chq,97A,VO_and_NAdj,Chinantec (Quiotepec),Oto-Manguean
chr,97A,VO_and_NAdj,Chrau,Austro-Asiatic
chs,97A,Other,Chin (Siyin),Sino-Tibetan
chv,97A,OV_and_AdjN,Chuvash,Altaic
chw,97A,VO_and_NAdj,Cham (Western),Austronesian
chx,97A,VO_and_AdjN,Chontal (Huamelultec Oaxaca),Tequistlatecan
cic,97A,VO_and_NAdj,Chichewa,Niger-Congo
ckl,97A,VO_and_AdjN,Chinook (Lower),Penutian
cle,97A,VO_and_NAdj,Chinantec (Lealao),Oto-Manguean
cln,97A,OV_and_AdjN,Cholón,Cholon
cme,97A,VO_and_NAdj,Cham (Eastern),Austronesian
cmh,97A,Other,Chemehuevi,Uto-Aztecan
cmn,97A,OV_and_AdjN,Comanche,Uto-Aztecan
cmr,97A,OV_and_NAdj,Chin (Mara),Sino-Tibetan
cmy,97A,VO_and_AdjN,Chontal Maya,Mayan
cnl,97A,OV_and_NAdj,Canela,Macro-Ge
cnt,97A,VO_and_AdjN,Cantonese,Sino-Tibetan
coc,97A,VO_and_NAdj,Cocama,Tupian
coo,97A,Other,Coos (Hanis),Oregon Coast
cop,97A,VO_and_NAdj,Coptic,Afro-Asiatic
cor,97A,VO_and_NAdj,Cora,Uto-Aztecan
cpl,97A,VO_and_NAdj,Chinantec (Palantla),Oto-Manguean
cpn,97A,OV_and_AdjN,Chepang,Sino-Tibetan
cpy,97A,OV_and_AdjN,Chipaya,Uru-Chipaya
crn,97A,VO_and_NAdj,Cornish,Indo-European
cro,97A,OV_and_NAdj,Crow,Siouan
cso,97A,VO_and_NAdj,Chatino (Sierra Occidental),Oto-Manguean
cti,97A,OV_and_NAdj,Chin (Tiddim),Sino-Tibetan
ctl,97A,VO_and_NAdj,Catalan,Indo-European
ctw,97A,OV_and_NAdj,Catawba,Siouan
cub,97A,OV_and_AdjN,Cubeo,Tucanoan
cuc,97A,Other,Cuica,Timote-Cuica
cui,97A,OV_and_NAdj,Cuiba,Guahiban
cup,97A,OV_and_NAdj,Cupeño,Uto-Aztecan
cya,97A,VO_and_NAdj,Chatino (Yaitepec),Oto-Manguean
cze,97A,VO_and_AdjN,Czech,Indo-European
dag,97A,OV_and_NAdj,Daga,Dagan
dam,97A,Other,Damana,Chibchan
dan,97A,OV_and_NAdj,Dan,Mande
daw,97A,OV_and_NAdj,Dâw,Nadahup
day,97A,VO_and_NAdj,Day,Niger-Congo
ddj,97A,Other,Dadjriwalé,Niger-Congo
dds,97A,OV_and_NAdj,Donno So,Dogon
deg,97A,Other,Degema,Niger-Congo
der,97A,Other,Dla (Proper),Senagi
des,97A,OV_and_AdjN,Desano,Tucanoan
deu,97A,OV_and_AdjN,Deuri,Sino-Tibetan
dga,97A,VO_and_NAdj,Dagaare,Niger-Congo
dgb,97A,VO_and_NAdj,Dagbani,Niger-Congo
dgo,97A,Other,Dongo,Niger-Congo
dgr,97A,OV_and_AdjN,Dagur,Altaic
dha,97A,OV_and_NAdj,Dhaasanac,Afro-Asiatic
dhm,97A,OV_and_AdjN,Dhimal,Sino-Tibetan
dhr,97A,Other,Dhargari,Pama-Nyungan
did,97A,VO_and_NAdj,Didinga,Eastern Sudanic
die,97A,Other,Diegueño (Mesa Grande),Hokan
dig,97A,OV_and_NAdj,Digaro,Sino-Tibetan
dim,97A,OV_and_NAdj,Dime,Afro-Asiatic
din,97A,Other,Dinka,Eastern Sudanic
dio,97A,VO_and_NAdj,Diola-Fogny,Niger-Congo
diy,97A,OV_and_NAdj,Diyari,Pama-Nyungan
dji,97A,OV_and_NAdj,Djingili,Mirndi
djm,97A,Other,Djambarrpuyngu,Pama-Nyungan
djn,97A,Other,Djinang,Pama-Nyungan
djr,97A,Other,Djaru,Pama-Nyungan
dlm,97A,Other,Dla (Menggwa),Senagi
dma,97A,VO_and_NAdj,Duma,Niger-Congo
dmi,97A,OV_and_AdjN,Dumi,Sino-Tibetan
dmk,97A,OV_and_AdjN,Domaaki,Indo-European
dms,97A,OV_and_NAdj,Dimasa,Sino-Tibetan
dom,97A,VO_and_AdjN,Domari,Indo-European
don,97A,VO_and_NAdj,Dong (Southern),Tai-Kadai
doy,97A,VO_and_NAdj,Doyayo,Niger-Congo
dre,97A,VO_and_NAdj,Drehu,Austronesian
drg,97A,OV_and_AdjN,Dargwa,Nakh-Daghestanian
drm,97A,OV_and_AdjN,Darma,Sino-Tibetan
dsh,97A,VO_and_AdjN,Danish,Indo-European
dua,97A,VO_and_NAdj,Duala,Niger-Congo
duk,97A,VO_and_NAdj,Duka,Niger-Congo
dul,97A,Other,Dulong,Sino-Tibetan
dum,97A,OV_and_NAdj,Dumo,Skou
dun,97A,OV_and_NAdj,Duna,Trans-New Guinea
dut,97A,Other,Dutch,Indo-European
dyi,97A,OV_and_NAdj,Dyirbal,Pama-Nyungan
edo,97A,OV_and_NAdj,Edolo,Bosavi
ega,97A,VO_and_NAdj,Ega,Niger-Congo
egn,97A,VO_and_NAdj,Engenni,Niger-Congo
eip,97A,OV_and_AdjN,Eipo,Trans-New Guinea
emb,97A,OV_and_NAdj,Emberá (Northern),Choco
eme,97A,OV_and_NAdj,Émérillon,Tupian
emm,97A,Other,Emmi,Western Daly
ene,97A,OV_and_AdjN,Enets,Uralic
eng,97A,VO_and_AdjN,English,Indo-European
eno,97A,VO_and_NAdj,Enggano,Austronesian
epe,97A,OV_and_NAdj,Epena Pedee,Choco
erk,97A,VO_and_NAdj,Efate (South),Austronesian
err,97A,VO_and_NAdj,Erromangan,Austronesian
ese,97A,OV_and_NAdj,Ese Ejja,Tacanan
esm,97A,Other,Esmeraldeño,Tacame
est,97A,VO_and_AdjN,Estonian,Uralic
eve,97A,OV_and_AdjN,Evenki,Altaic
evn,97A,OV_and_AdjN,Even,Altaic
ewe,97A,VO_and_NAdj,Ewe,Niger-Congo
ewo,97A,VO_and_NAdj,Ewondo,Niger-Congo
fas,97A,OV_and_NAdj,Fasu,Trans-New Guinea
fij,97A,VO_and_NAdj,Fijian,Austronesian
fin,97A,VO_and_AdjN,Finnish,Uralic
fni,97A,VO_and_NAdj,Fulfulde (Nigerian),Niger-Congo
foe,97A,OV_and_NAdj,Foe,Trans-New Guinea
fon,97A,VO_and_NAdj,Fongbe,Niger-Congo
for,97A,OV_and_AdjN,Fore,Trans-New Guinea
fre,97A,VO_and_NAdj,French,Indo-European
fri,97A,Other,Frisian,Indo-European
fua,97A,VO_and_NAdj,Fulfulde (Adamawa),Niger-Congo
ful,97A,OV_and_NAdj,Fulniô,Yaté
fut,97A,VO_and_NAdj,Futuna-Aniwa,Austronesian
fye,97A,VO_and_NAdj,Fyem,Niger-Congo
ga,97A,VO_and_NAdj,Gã,Niger-Congo
gae,97A,VO_and_NAdj,Gaelic (Scots),Indo-European
gah,97A,Other,Gahuku,Trans-New Guinea
gal,97A,OV_and_AdjN,Galo,Sino-Tibetan
gam,97A,OV_and_AdjN,Gamo,Afro-Asiatic
gar,97A,OV_and_NAdj,Garo,Sino-Tibetan
gav,97A,OV_and_NAdj,Gavião,Tupian
gbb,97A,VO_and_AdjN,Gbeya Bossangoa,Niger-Congo
gbk,97A,VO_and_AdjN,Gbaya (Northwest),Niger-Congo
gds,97A,OV_and_AdjN,Gadsup,Trans-New Guinea
gel,97A,VO_and_NAdj,Gela,Austronesian
geo,97A,OV_and_AdjN,Georgian,Kartvelian
ger,97A,Other,German,Indo-European
ggu,97A,Other,Gureng Gureng,Pama-Nyungan
ghr,97A,OV_and_NAdj,Bunan,Sino-Tibetan
gid,97A,Other,Gidabal,Pama-Nyungan
gim,97A,Other,Gimira,Afro-Asiatic
git,97A,Other,Gitksan,Penutian
gjj,97A,VO_and_NAdj,Guajajara,Tupian
gla,97A,VO_and_NAdj,Gelao,Tai-Kadai
gln,97A,OV_and_NAdj,Golin,Trans-New Guinea
gmw,97A,OV_and_NAdj,Gumawana,Austronesian
gnb,97A,VO_and_AdjN,Gunbalang,Gunwinyguan
gnd,97A,VO_and_NAdj,Ga'anda,Afro-Asiatic
gnn,97A,Other,Gunin,Worrorran
goa,97A,VO_and_NAdj,Goajiro,Arawakan
god,97A,OV_and_AdjN,Godoberi,Nakh-Daghestanian
goe,97A,VO_and_NAdj,Goemai,Afro-Asiatic
gok,97A,VO_and_AdjN,Gokana,Niger-Congo
gon,97A,OV_and_AdjN,Gondi,Dravidian
goo,97A,OV_and_NAdj,Gooniyandi,Bunuban
grb,97A,VO_and_NAdj,Grebo,Niger-Congo
grf,97A,VO_and_NAdj,Garífuna,Arawakan
grg,97A,Other,Gurr-goni,Mangrida
grj,97A,Other,Guarijío,Uto-Aztecan
grk,97A,VO_and_AdjN,Greek (Modern),Indo-European
grr,97A,VO_and_NAdj,Garrwa,Garrwan
grw,97A,OV_and_NAdj,Greenlandic (West),Eskimo-Aleut
gua,97A,VO_and_NAdj,Guaraní,Tupian
gud,97A,VO_and_AdjN,Gude,Afro-Asiatic
gug,97A,OV_and_NAdj,Gugada,Pama-Nyungan
guh,97A,OV_and_NAdj,Guhu-Samane,Trans-New Guinea
guj,97A,OV_and_AdjN,Gujarati,Indo-European
gul,97A,VO_and_NAdj,Gula (in Central African Republic),Central Sudanic
gum,97A,Other,Gumbaynggir,Pama-Nyungan
gur,97A,OV_and_AdjN,Gurung,Sino-Tibetan
guu,97A,OV_and_NAdj,Guugu Yimidhirr,Pama-Nyungan
guw,97A,VO_and_NAdj,Gungbe,Niger-Congo
gwa,97A,Other,Gwari,Niger-Congo
gyc,97A,OV_and_NAdj,Gyarong (Cogtse),Sino-Tibetan
hal,97A,VO_and_NAdj,Halia,Austronesian
ham,97A,OV_and_NAdj,Hamtai,Trans-New Guinea
han,97A,Other,Hani,Sino-Tibetan
har,97A,OV_and_NAdj,Haruai,Piawi
hat,97A,VO_and_NAdj,Hatam,West Papuan
hau,97A,VO_and_AdjN,Hausa,Afro-Asiatic
haw,97A,VO_and_NAdj,Hawaiian,Austronesian
hay,97A,OV_and_AdjN,Hayu,Sino-Tibetan
hdi,97A,VO_and_NAdj,Hdi,Afro-Asiatic
heb,97A,VO_and_NAdj,Hebrew (Modern),Afro-Asiatic
heh,97A,VO_and_NAdj,Hehe,Niger-Congo
hei,97A,VO_and_AdjN,Heiltsuk,Wakashan
hem,97A,VO_and_NAdj,Hemba,Niger-Congo
hhu,97A,OV_and_AdjN,Hanga Hundi,Sepik
hid,97A,OV_and_NAdj,Hidatsa,Siouan
hil,97A,Other,Hiligaynon,Austronesian
hin,97A,OV_and_AdjN,Hindi,Indo-European
hix,97A,OV_and_NAdj,Hixkaryana,Cariban
hlp,97A,OV_and_NAdj,Hualapai,Hokan
hlu,97A,VO_and_AdjN,Halkomelem (Upriver),Salishan
hma,97A,OV_and_NAdj,Hmar,Sino-Tibetan
hmi,97A,OV_and_AdjN,Huitoto (Minica),Huitotoan
hmo,97A,VO_and_NAdj,Hmong Njua,Hmong-Mien
hna,97A,VO_and_NAdj,Mina,Afro-Asiatic
hnd,97A,VO_and_NAdj,Hunde,Niger-Congo
ho,97A,OV_and_AdjN,Ho,Austro-Asiatic
hoa,97A,VO_and_NAdj,Hoava,Austronesian
hol,97A,VO_and_NAdj,Holoholo,Niger-Congo
hop,97A,OV_and_AdjN,Hopi,Uto-Aztecan
hpd,97A,OV_and_NAdj,Hup,Nadahup
htc,97A,VO_and_AdjN,Huastec,Mayan
hua,97A,OV_and_AdjN,Hua,Trans-New Guinea
huc,97A,VO_and_NAdj,=|Hoan,Kxa
hum,97A,OV_and_AdjN,Huitoto (Murui),Huitotoan
hun,97A,VO_and_AdjN,Hungarian,Uralic
hup,97A,Other,Hupa,Na-Dene
hve,97A,VO_and_AdjN,Huave (San Mateo del Mar),Huavean
hya,97A,VO_and_NAdj,Haya,Niger-Congo
hzb,97A,OV_and_AdjN,Hunzib,Nakh-Daghestanian
iaa,97A,VO_and_AdjN,Iaai,Austronesian
iba,97A,VO_and_NAdj,Iban,Austronesian
ice,97A,VO_and_AdjN,Icelandic,Indo-European
idn,97A,OV_and_NAdj,Iduna,Austronesian
ido,97A,Other,Idoma,Niger-Congo
idu,97A,OV_and_AdjN,Idu,Sino-Tibetan
ifm,97A,VO_and_NAdj,Ifumu,Niger-Congo
ifu,97A,VO_and_AdjN,Ifugao (Batad),Austronesian
igb,97A,VO_and_NAdj,Igbo,Niger-Congo
ige,97A,VO_and_NAdj,Igede,Niger-Congo
igs,97A,VO_and_NAdj,Ingessana,Eastern Sudanic
ijo,97A,OV_and_AdjN,Ijo (Kolokuma),Ijoid
ik,97A,VO_and_NAdj,Ik,Eastern Sudanic
ika,97A,OV_and_NAdj,Ika,Chibchan
ila,97A,VO_and_NAdj,Ila,Niger-Congo
ilo,97A,VO_and_AdjN,Ilocano,Austronesian
imo,97A,OV_and_NAdj,Imonda,Border
ina,97A,Other,Inanwatan,South Bird's Head
ind,97A,VO_and_NAdj,Indonesian,Austronesian
inn,97A,OV_and_NAdj,Innamincka,Pama-Nyungan
iqu,97A,VO_and_NAdj,Iquito,Zaparoan
iri,97A,VO_and_NAdj,Irish,Indo-European
irq,97A,OV_and_NAdj,Iraqw,Afro-Asiatic
irr,97A,VO_and_NAdj,Irarutu,Austronesian
isa,97A,OV_and_NAdj,I'saka,Skou
ita,97A,VO_and_NAdj,Italian,Indo-European
ite,97A,Other,Itelmen,Chukotko-Kamchatkan
iwa,97A,VO_and_AdjN,Iwaidja,Iwaidjan
izi,97A,Other,Izi,Niger-Congo
jab,97A,VO_and_NAdj,Jabêm,Austronesian
jad,97A,OV_and_NAdj,Jad,Sino-Tibetan
jak,97A,VO_and_AdjN,Jakaltek,Mayan
jam,97A,Other,Jaminjung,Mirndi
jar,97A,VO_and_NAdj,Izere,Niger-Congo
jbt,97A,OV_and_NAdj,Jabutí,Macro-Ge
jeb,97A,Other,Jebero,Cahuapanan
jin,97A,OV_and_NAdj,Jino,Sino-Tibetan
jiv,97A,OV_and_AdjN,Jivaro,Jivaroan
jmo,97A,VO_and_NAdj,Jur Mödö,Central Sudanic
jms,97A,OV_and_NAdj,Jamsay,Dogon
jng,97A,OV_and_NAdj,Jingpho,Sino-Tibetan
joh,97A,OV_and_AdjN,Johari,Sino-Tibetan
jrw,97A,OV_and_NAdj,Jarawa (in Andamans),South Andamanese
jug,97A,Other,Jugli,Sino-Tibetan
juh,97A,VO_and_NAdj,Ju|'hoan,Kxa
juk,97A,VO_and_NAdj,Jukun,Niger-Congo
jva,97A,OV_and_NAdj,Karajá,Macro-Ge
kaa,97A,OV_and_NAdj,Karó (Arára),Tupian
kac,97A,Other,Kachari,Sino-Tibetan
kae,97A,OV_and_NAdj,Kaki Ae,Eleman
kam,97A,VO_and_NAdj,Kambera,Austronesian
kan,97A,Other,Kana,Niger-Congo
kar,97A,VO_and_NAdj,Kara (in Central African Republic),Central Sudanic
kas,97A,VO_and_AdjN,Kashmiri,Indo-European
kau,97A,VO_and_NAdj,Kaulong,Austronesian
kay,97A,Other,Kayardild,Tangkic
kba,97A,VO_and_NAdj,Kamba,Niger-Congo
kbl,97A,VO_and_NAdj,Kabyle,Afro-Asiatic
kbo,97A,OV_and_NAdj,Kambot,Lower Sepik-Ramu
kbt,97A,OV_and_AdjN,Kabatei,Indo-European
kbw,97A,VO_and_NAdj,Karen (Bwe),Sino-Tibetan
kby,97A,VO_and_NAdj,Kabiyé,Niger-Congo
kch,97A,VO_and_NAdj,Koyra Chiini,Songhay
kdz,97A,VO_and_NAdj,Kadazan,Austronesian
kel,97A,VO_and_NAdj,Kele,Austronesian
kem,97A,OV_and_AdjN,Kemant,Afro-Asiatic
ker,97A,VO_and_NAdj,Kera,Afro-Asiatic
ket,97A,OV_and_AdjN,Ket,Yeniseian
kew,97A,OV_and_AdjN,Kewa,Trans-New Guinea
