Language_ID,Parameter_ID,Value,Name,Family
cmn,A81,SOV,Comanche,Uto-Aztecan
cmy,A81,SVO,Chontal Maya,Mayan
cnl,A81,SOV,Canela,Macro-Ge
cnt,A81,SVO,Cantonese,Sino-Tibetan
coa,A81,SOV,Coahuilteco,Coahuiltecan
coc,A81,SVO,Cocama,Tupian
coo,A81,No_dominant_word_order,Coos (Hanis),Oregon Coast
cop,A81,SVO,Coptic,Afro-Asiatic
cor,A81,VSO,Cora,Uto-Aztecan
cpl,A81,VSO,Chinantec (Palantla),Oto-Manguean
cpn,A81,SOV,Chepang,Sino-Tibetan
cpy,A81,SOV,Chipaya,Uru-Chipaya
cre,A81,No_dominant_word_order,Cree (Plains),Algic
crn,A81,SVO,Cornish,Indo-European
cro,A81,SOV,Crow,Siouan
cso,A81,VSO,Chatino (Sierra Occidental),Oto-Manguean
ctl,A81,SVO,Catalan,Indo-European
ctw,A81,SOV,Catawba,Siouan
cua,A81,SVO,Cua,Austro-Asiatic
cub,A81,OVS,Cubeo,Tucanoan
cuc,A81,SVO,Cuica,Timote-Cuica
cui,A81,SOV,Cuiba,Guahiban
cup,A81,SOV,Cupeño,Uto-Aztecan
cya,A81,VSO,Chatino (Yaitepec),Oto-Manguean
cze,A81,SVO,Czech,Indo-European
dag,A81,SOV,Daga,Dagan
dam,A81,No_dominant_word_order,Damana,Chibchan
dan,A81,SOV,Dan,Mande
daw,A81,SOV,Dâw,Nadahup
day,A81,SVO,Day,Niger-Congo
ddj,A81,No_dominant_word_order,Dadjriwalé,Niger-Congo
dds,A81,SOV,Donno So,Dogon
deg,A81,SVO,Degema,Niger-Congo
der,A81,SOV,Dla (Proper),Senagi
des,A81,SOV,Desano,Tucanoan
deu,A81,SOV,Deuri,Sino-Tibetan
dga,A81,SVO,Dagaare,Niger-Congo
dgb,A81,SVO,Dagbani,Niger-Congo
dgo,A81,No_dominant_word_order,Dongo,Niger-Congo
dgr,A81,SOV,Dagur,Altaic
dha,A81,SOV,Dhaasanac,Afro-Asiatic
dhb,A81,SOV,Dharumbal,Pama-Nyungan
dhm,A81,SOV,Dhimal,Sino-Tibetan
dhr,A81,No_dominant_word_order,Dhargari,Pama-Nyungan
did,A81,VSO,Didinga,Eastern Sudanic
die,A81,SOV,Diegueño (Mesa Grande),Hokan
dig,A81,SOV,Digaro,Sino-Tibetan
dim,A81,SOV,Dime,Afro-Asiatic
din,A81,No_dominant_word_order,Dinka,Eastern Sudanic
dio,A81,SVO,Diola-Fogny,Niger-Congo
diy,A81,SOV,Diyari,Pama-Nyungan
dja,A81,SOV,Djabugay,Pama-Nyungan
dji,A81,SOV,Djingili,Mirndi
djm,A81,No_dominant_word_order,Djambarrpuyngu,Pama-Nyungan
djn,A81,No_dominant_word_order,Djinang,Pama-Nyungan
djp,A81,SOV,Djapu,Pama-Nyungan
djr,A81,No_dominant_word_order,Djaru,Pama-Nyungan
dma,A81,SVO,Duma,Niger-Congo
dni,A81,SOV,Dani (Lower Grand Valley),Trans-New Guinea
dok,A81,SVO,Bwele,Niger-Congo
dom,A81,No_dominant_word_order,Domari,Indo-European
don,A81,SVO,Dong (Southern),Tai-Kadai
doy,A81,SVO,Doyayo,Niger-Congo
dre,A81,No_dominant_word_order,Drehu,Austronesian
drg,A81,SOV,Dargwa,Nakh-Daghestanian
drm,A81,SOV,Darma,Sino-Tibetan
dsh,A81,SVO,Danish,Indo-European
dua,A81,SVO,Duala,Niger-Congo
duk,A81,SVO,Duka,Niger-Congo
dum,A81,SOV,Dumo,Skou
dun,A81,SOV,Duna,Trans-New Guinea
dut,A81,No_dominant_word_order,Dutch,Indo-European
dyi,A81,No_dominant_word_order,Dyirbal,Pama-Nyungan
ebi,A81,SVO,Ebira,Niger-Congo
edo,A81,SOV,Edolo,Bosavi
ega,A81,SVO,Ega,Niger-Congo
egn,A81,SVO,Engenni,Niger-Congo
eip,A81,SOV,Eipo,Trans-New Guinea
eka,A81,SOV,Ekari,Trans-New Guinea
eko,A81,SVO,Ekoti,Niger-Congo
eme,A81,SOV,Émérillon,Tupian
emm,A81,No_dominant_word_order,Emmi,Western Daly
ene,A81,SOV,Enets,Uralic
eng,A81,SVO,English,Indo-European
eno,A81,SVO,Enggano,Austronesian
epe,A81,SOV,Epena Pedee,Choco
erk,A81,SVO,Efate (South),Austronesian
err,A81,SVO,Erromangan,Austronesian
ese,A81,SOV,Ese Ejja,Tacanan
est,A81,SVO,Estonian,Uralic
eud,A81,SOV,Eudeve,Uto-Aztecan
eve,A81,SOV,Evenki,Altaic
evn,A81,SOV,Even,Altaic
ewe,A81,SVO,Ewe,Niger-Congo
ewo,A81,SVO,Ewondo,Niger-Congo
fij,A81,No_dominant_word_order,Fijian,Austronesian
fin,A81,SVO,Finnish,Uralic
foe,A81,SOV,Foe,Trans-New Guinea
fon,A81,SVO,Fongbe,Niger-Congo
for,A81,SOV,Fore,Trans-New Guinea
fqs,A81,SOV,Momu,Baibai-Fas
fre,A81,SVO,French,Indo-European
fri,A81,No_dominant_word_order,Frisian,Indo-European
fua,A81,SVO,Fulfulde (Adamawa),Niger-Congo
fut,A81,SVO,Futuna-Aniwa,Austronesian
fye,A81,SVO,Fyem,Niger-Congo
ga,A81,SVO,Gã,Niger-Congo
gae,A81,VSO,Gaelic (Scots),Indo-European
gah,A81,SOV,Gahuku,Trans-New Guinea
gal,A81,SOV,Galo,Sino-Tibetan
gam,A81,SOV,Gamo,Afro-Asiatic
gap,A81,SOV,Gapapaiwa,Austronesian
gar,A81,SOV,Garo,Sino-Tibetan
gbb,A81,SVO,Gbeya Bossangoa,Niger-Congo
gbs,A81,SVO,Gbaya (Southwest),Niger-Congo
gds,A81,SOV,Gadsup,Trans-New Guinea
gel,A81,VOS,Gela,Austronesian
geo,A81,SOV,Georgian,Kartvelian
ger,A81,No_dominant_word_order,German,Indo-European
ggu,A81,No_dominant_word_order,Gureng Gureng,Pama-Nyungan
ghb,A81,SOV,Guahibo,Guahiban
ghr,A81,SOV,Bunan,Sino-Tibetan
gid,A81,No_dominant_word_order,Gidabal,Pama-Nyungan
gim,A81,SOV,Gimira,Afro-Asiatic
git,A81,No_dominant_word_order,Gitksan,Penutian
gjj,A81,VSO,Guajajara,Tupian
gku,A81,No_dominant_word_order,Gününa Küne,Chon
gla,A81,SVO,Gelao,Tai-Kadai
gln,A81,SOV,Golin,Trans-New Guinea
gmw,A81,SOV,Gumawana,Austronesian
gnb,A81,SVO,Gunbalang,Gunwinyguan
gnn,A81,No_dominant_word_order,Gunin,Worrorran
goa,A81,VSO,Goajiro,Arawakan
goe,A81,SVO,Goemai,Afro-Asiatic
gog,A81,SOV,Gogodala,Gogodala-Suki
gok,A81,SVO,Gokana,Niger-Congo
gon,A81,SOV,Gondi,Dravidian
goo,A81,No_dominant_word_order,Gooniyandi,Bunuban
grb,A81,SVO,Grebo,Niger-Congo
grf,A81,VSO,Garífuna,Arawakan
grg,A81,No_dominant_word_order,Gurr-goni,Mangrida
grj,A81,No_dominant_word_order,Guarijío,Uto-Aztecan
grk,A81,No_dominant_word_order,Greek (Modern),Indo-European
grr,A81,No_dominant_word_order,Garrwa,Garrwan
grw,A81,SOV,Greenlandic (West),Eskimo-Aleut
gua,A81,SVO,Guaraní,Tupian
gud,A81,VSO,Gude,Afro-Asiatic
gug,A81,SOV,Gugada,Pama-Nyungan
guh,A81,SOV,Guhu-Samane,Trans-New Guinea
guj,A81,SOV,Gujarati,Indo-European
gul,A81,SVO,Gula (in Central African Republic),Central Sudanic
gum,A81,No_dominant_word_order,Gumbaynggir,Pama-Nyungan
gur,A81,SOV,Gurung,Sino-Tibetan
guu,A81,SOV,Guugu Yimidhirr,Pama-Nyungan
guw,A81,SVO,Gungbe,Niger-Congo
gwa,A81,No_dominant_word_order,Gwari,Niger-Congo
gwo,A81,SVO,Gworok,Niger-Congo
hak,A81,SVO,Hakka,Sino-Tibetan
hal,A81,SVO,Halia,Austronesian
ham,A81,SOV,Hamtai,Trans-New Guinea
hat,A81,SVO,Hatam,West Papuan
hau,A81,SVO,Hausa,Afro-Asiatic
haw,A81,VSO,Hawaiian,Austronesian
hay,A81,SOV,Hayu,Sino-Tibetan
hdi,A81,VSO,Hdi,Afro-Asiatic
heb,A81,SVO,Hebrew (Modern),Afro-Asiatic
heh,A81,SVO,Hehe,Niger-Congo
hei,A81,VSO,Heiltsuk,Wakashan
hem,A81,SVO,Hemba,Niger-Congo
hhu,A81,SOV,Hanga Hundi,Sepik
hid,A81,SOV,Hidatsa,Siouan
hil,A81,VSO,Hiligaynon,Austronesian
hin,A81,SOV,Hindi,Indo-European
hix,A81,OVS,Hixkaryana,Cariban
hlp,A81,SOV,Hualapai,Hokan
hlu,A81,VSO,Halkomelem (Upriver),Salishan
hmi,A81,SOV,Huitoto (Minica),Huitotoan
hmo,A81,SVO,Hmong Njua,Hmong-Mien
hna,A81,SVO,Mina,Afro-Asiatic
hnd,A81,SVO,Hunde,Niger-Congo
hoa,A81,VSO,Hoava,Austronesian
hol,A81,SVO,Holoholo,Niger-Congo
hop,A81,SOV,Hopi,Uto-Aztecan
hpd,A81,SOV,Hup,Nadahup
htc,A81,SVO,Huastec,Mayan
hua,A81,SOV,Hua,Trans-New Guinea
huc,A81,SVO,=|Hoan,Kxa
hui,A81,SOV,Huichol,Uto-Aztecan
hum,A81,SOV,Huitoto (Murui),Huitotoan
hun,A81,No_dominant_word_order,Hungarian,Uralic
hup,A81,No_dominant_word_order,Hupa,Na-Dene
hve,A81,SVO,Huave (San Mateo del Mar),Huavean
hya,A81,SVO,Haya,Niger-Congo
hzb,A81,SOV,Hunzib,Nakh-Daghestanian
iaa,A81,SVO,Iaai,Austronesian
iat,A81,SOV,Iatmul,Sepik
iba,A81,SVO,Iban,Austronesian
ice,A81,SVO,Icelandic,Indo-European
idn,A81,SOV,Iduna,Austronesian
ido,A81,No_dominant_word_order,Idoma,Niger-Congo
ifm,A81,SVO,Ifumu,Niger-Congo
igb,A81,SVO,Igbo,Niger-Congo
ige,A81,SVO,Igede,Niger-Congo
igs,A81,SVO,Ingessana,Eastern Sudanic
iha,A81,SOV,Iha,West Bomberai
ijo,A81,SOV,Ijo (Kolokuma),Ijoid
ik,A81,VSO,Ik,Eastern Sudanic
ika,A81,SOV,Ika,Chibchan
ila,A81,SVO,Ila,Niger-Congo
ilo,A81,VSO,Ilocano,Austronesian
ina,A81,No_dominant_word_order,Inanwatan,South Bird's Head
ind,A81,SVO,Indonesian,Austronesian
inn,A81,SOV,Innamincka,Pama-Nyungan
iqu,A81,SVO,Iquito,Zaparoan
iri,A81,VSO,Irish,Indo-European
irq,A81,SOV,Iraqw,Afro-Asiatic
irr,A81,SVO,Irarutu,Austronesian
isa,A81,SOV,I'saka,Skou
isi,A81,SOV,Isirawa,Kwerba
ita,A81,SVO,Italian,Indo-European
ite,A81,SOV,Itelmen,Chukotko-Kamchatkan
iwa,A81,SVO,Iwaidja,Iwaidjan
iwm,A81,SOV,Iwam,Sepik
ixi,A81,VSO,Ixil,Mayan
izi,A81,SVO,Izi,Niger-Congo
jab,A81,SVO,Jabêm,Austronesian
jad,A81,SOV,Jad,Sino-Tibetan
jak,A81,VSO,Jakaltek,Mayan
jam,A81,No_dominant_word_order,Jaminjung,Mirndi
jar,A81,SVO,Izere,Niger-Congo
jbt,A81,SOV,Jabutí,Macro-Ge
jeb,A81,No_dominant_word_order,Jebero,Cahuapanan
jin,A81,SOV,Jino,Sino-Tibetan
jiv,A81,SOV,Jivaro,Jivaroan
jmo,A81,SVO,Jur Mödö,Central Sudanic
jms,A81,SOV,Jamsay,Dogon
jng,A81,SOV,Jingpho,Sino-Tibetan
joh,A81,SOV,Johari,Sino-Tibetan
jrw,A81,SOV,Jarawa (in Andamans),South Andamanese
juh,A81,SVO,Ju|'hoan,Kxa
juk,A81,SVO,Jukun,Niger-Congo
jva,A81,SOV,Karajá,Macro-Ge
kaa,A81,SOV,Karó (Arára),Tupian
kab,A81,SOV,Kabardian,Northwest Caucasian
kac,A81,SOV,Kachari,Sino-Tibetan
kad,A81,SVO,Kadugli,Kadu
kae,A81,SOV,Kaki Ae,Eleman
kan,A81,SVO,Kana,Niger-Congo
kar,A81,SVO,Kara (in Central African Republic),Central Sudanic
kas,A81,SVO,Kashmiri,Indo-European
kau,A81,SVO,Kaulong,Austronesian
kay,A81,No_dominant_word_order,Kayardild,Tangkic
kba,A81,SVO,Kamba,Niger-Congo
kbl,A81,VSO,Kabyle,Afro-Asiatic
kbo,A81,SOV,Kambot,Lower Sepik-Ramu
kbu,A81,SOV,Kanembu,Saharan
kbw,A81,SVO,Karen (Bwe),Sino-Tibetan
kby,A81,SVO,Kabiyé,Niger-Congo
kch,A81,SVO,Koyra Chiini,Songhay
kdw,A81,SVO,Kadiwéu,Guaicuruan
kdz,A81,VSO,Kadazan,Austronesian
kel,A81,SVO,Kele,Austronesian
kem,A81,SOV,Kemant,Afro-Asiatic
ken,A81,SVO,Kenga,Central Sudanic
ker,A81,SVO,Kera,Afro-Asiatic
ket,A81,SOV,Ket,Yeniseian
kew,A81,SOV,Kewa,Trans-New Guinea
kfe,A81,SVO,Koromfe,Niger-Congo
kga,A81,SVO,Kinga,Niger-Congo
kgu,A81,SOV,Kalkatungu,Pama-Nyungan
kha,A81,SOV,Khalkha,Altaic
khd,A81,SOV,Kham (Dege),Sino-Tibetan
khg,A81,SOV,Khaling,Sino-Tibetan
khl,A81,SOV,Khalaj,Altaic
khm,A81,SVO,Khmer,Austro-Asiatic
khn,A81,SVO,Khün,Tai-Kadai
kho,A81,SOV,Nama,Khoe-Kwadi
khr,A81,No_dominant_word_order,Kharia,Austro-Asiatic
khs,A81,SVO,Khasi,Austro-Asiatic
khw,A81,SOV,Khowar,Indo-European
kie,A81,SOV,Kire,Lower Sepik-Ramu
kik,A81,SVO,Kikuyu,Niger-Congo
kil,A81,SVO,Kiluba,Niger-Congo
kim,A81,SOV,Kimaghama,Kolopom
kin,A81,SVO,Kinyarwanda,Niger-Congo
kio,A81,SOV,Kiowa,Kiowa-Tanoan
kir,A81,SVO,Kirma,Niger-Congo
kis,A81,No_dominant_word_order,Kisi,Niger-Congo
kiw,A81,SOV,Kiwai (Southern),Kiwaian
kje,A81,VSO,Koreguaje,Tucanoan
kkp,A81,SOV,Karakalpak,Altaic
kkq,A81,OVS,Kuikúro,Cariban
kkt,A81,VSO,Kokota,Austronesian
kku,A81,SOV,Korku,Austro-Asiatic
kkv,A81,SVO,Lusi,Austronesian
kla,A81,SVO,Klao,Niger-Congo
kll,A81,SOV,Kaluli,Bosavi
klm,A81,No_dominant_word_order,Klamath,Penutian
kls,A81,VSO,Kalispel,Salishan
klv,A81,No_dominant_word_order,Kilivila,Austronesian
klw,A81,SOV,Kiliwa,Hokan
kma,A81,SOV,Kamaiurá,Tupian
kmb,A81,SOV,Kombai,Trans-New Guinea
kmh,A81,SOV,Kham,Sino-Tibetan
kmj,A81,VSO,Karimojong,Eastern Sudanic
kmn,A81,SOV,Kuman,Trans-New Guinea
kmo,A81,SOV,Koiali (Mountain),Trans-New Guinea
kmp,A81,SOV,Kunimaipa,Trans-New Guinea
kmr,A81,SOV,Kamoro,Trans-New Guinea
kms,A81,SOV,Kamass,Uralic
kmu,A81,SVO,Khmu',Austro-Asiatic
kmw,A81,No_dominant_word_order,Kamu,Eastern Daly
kmz,A81,SOV,Kamasau,Torricelli
knb,A81,SOV,Kanum (Bädi),Morehead and Upper Maro Rivers
knd,A81,SOV,Kannada,Dravidian
kng,A81,SOV,Kaingang,Macro-Ge
kni,A81,SVO,Konni,Niger-Congo
knk,A81,SVO,Kanakuru,Afro-Asiatic
knn,A81,SOV,Kinnauri,Sino-Tibetan
kno,A81,SOV,Kanoê,Kapixana
knr,A81,SOV,Kanuri,Saharan
knz,A81,SOV,Kham (Tibetan) (Nangchen),Sino-Tibetan
koa,A81,SOV,Koasati,Muskogean
kob,A81,SOV,Kobon,Trans-New Guinea
koe,A81,SVO,Koegu,Eastern Sudanic
kok,A81,SOV,Kokborok,Sino-Tibetan
kol,A81,SOV,Kolami,Dravidian
kom,A81,SVO,Komo,Koman
kon,A81,SVO,Kongo,Niger-Congo
kos,A81,SVO,Kosraean,Austronesian
koy,A81,SOV,Koya,Dravidian
kpw,A81,SVO,Karen (Pwo),Sino-Tibetan
kqq,A81,SOV,Krenak,Macro-Ge
krb,A81,VOS,Kiribati,Austronesian
krc,A81,SOV,Karachay-Balkar,Altaic
krd,A81,SOV,Kurdish (Central),Indo-European
kre,A81,SVO,Kresh,Central Sudanic
krh,A81,SOV,Krahô,Macro-Ge
