Language_ID,Parameter_ID,Value,Name,Family
bio,87A,No dominant order,Nai,Kwomtari
bir,87A,Noun-Adjective,Birom,Niger-Congo
biu,87A,Noun-Adjective,Bisu,Sino-Tibetan
bka,87A,Adjective-Noun,Baka (in South Sudan),Central Sudanic
bkl,87A,No dominant order,Bikol,Austronesian
bkr,87A,Noun-Adjective,Batak (Karo),Austronesian
bkt,87A,Adjective-Noun,Brokskat,Indo-European
bku,87A,Noun-Adjective,Bakueri,Niger-Congo
bla,87A,Adjective-Noun,Blackfoot,Algic
ble,87A,Noun-Adjective,Baoulé,Niger-Congo
bln,87A,Noun-Adjective,Bilin,Afro-Asiatic
blr,87A,Adjective-Noun,Belorussian,Indo-European
blt,87A,Adjective-Noun,Balti,Sino-Tibetan
blu,87A,Noun-Adjective,Bena-Lulua,Niger-Congo
blx,87A,Noun-Adjective,Biloxi,Siouan
blz,87A,Noun-Adjective,Balanta,Niger-Congo
bma,87A,Noun-Adjective,Berber (Middle Atlas),Afro-Asiatic
bnb,87A,Adjective-Noun,Bunuba,Bunuban
bni,87A,Noun-Adjective,Bini,Niger-Congo
bnj,87A,Adjective-Noun,Bandjalang,Pama-Nyungan
bnk,87A,Noun-Adjective,Bankon,Niger-Congo
bnn,87A,Noun-Adjective,Banoni,Austronesian
bod,87A,Adjective-Noun,Bodo,Sino-Tibetan
boj,87A,No dominant order,Bori,Sino-Tibetan
bok,87A,Noun-Adjective,Boko,Mande
bon,87A,Noun-Adjective,Bongu,Trans-New Guinea
bra,87A,Noun-Adjective,Brao,Austro-Asiatic
bre,87A,Noun-Adjective,Breton,Indo-European
brf,87A,Noun-Adjective,Berber (Rif),Afro-Asiatic
brh,87A,Adjective-Noun,Brahui,Dravidian
bri,87A,Noun-Adjective,Bribri,Chibchan
brl,87A,Noun-Adjective,Baragaunle,Sino-Tibetan
brm,87A,Noun-Adjective,Burmese,Sino-Tibetan
brn,87A,Noun-Adjective,Burunge,Afro-Asiatic
brp,87A,Noun-Adjective,Barupu,Skou
brq,87A,Noun-Adjective,Bera,Niger-Congo
brs,87A,No dominant order,Barasano,Tucanoan
bry,87A,Noun-Adjective,Baruya,Trans-New Guinea
bsh,87A,Noun-Adjective,Bushoong,Niger-Congo
bsi,87A,Noun-Adjective,Berber (Siwa),Afro-Asiatic
bsk,87A,Adjective-Noun,Bashkir,Altaic
bsr,87A,Noun-Adjective,Basari,Niger-Congo
btk,87A,No dominant order,Bontok,Austronesian
bto,87A,Noun-Adjective,Batak (Toba),Austronesian
bua,87A,No dominant order,Burarra,Mangrida
bub,87A,Noun-Adjective,Bubi,Niger-Congo
bud,87A,Noun-Adjective,Buduma,Afro-Asiatic
buj,87A,Noun-Adjective,Bujeba,Niger-Congo
bul,87A,Adjective-Noun,Bulgarian,Indo-European
bum,87A,Noun-Adjective,Buma,Austronesian
bun,87A,Noun-Adjective,Buin,East Bougainville
bus,87A,Noun-Adjective,Busa,Mande
but,87A,Adjective-Noun,Buriat,Altaic
buu,87A,Noun-Adjective,Buru,Austronesian
bvi,87A,Noun-Adjective,Bali-Vitu,Austronesian
bwc,87A,Noun-Adjective,Bajau (West Coast),Austronesian
bya,87A,Adjective-Noun,Byansi,Sino-Tibetan
cah,87A,Adjective-Noun,Cahuilla,Uto-Aztecan
cai,87A,Noun-Adjective,Chai,Eastern Sudanic
cak,87A,Adjective-Noun,Cakchiquel,Mayan
car,87A,Adjective-Noun,Carib,Cariban
cas,87A,Noun-Adjective,Cashibo,Panoan
cav,87A,Noun-Adjective,Cavineña,Tacanan
cax,87A,Noun-Adjective,Campa (Axininca),Arawakan
cay,87A,Adjective-Noun,Cayapa,Barbacoan
cbo,87A,Noun-Adjective,Chácobo,Panoan
ccm,87A,Noun-Adjective,Chinantec (Comaltepec),Oto-Manguean
cct,87A,Only internally-headed relative clauses,Choctaw,Muskogean
cde,87A,Noun-Adjective,Carib (De'kwana),Cariban
cem,87A,Noun-Adjective,Cèmuhî,Austronesian
cga,87A,Noun-Adjective,Chaga,Niger-Congo
cha,87A,Adjective-Noun,Chamorro,Austronesian
chb,87A,Noun-Adjective,Chambri,Lower Sepik-Ramu
chc,87A,Adjective-Noun,Chechen,Nakh-Daghestanian
chd,87A,Adjective-Noun,Chaudangsi,Sino-Tibetan
che,87A,Adjective-Noun,Cherokee,Iroquoian
chg,87A,No dominant order,Chang,Sino-Tibetan
chh,87A,Adjective-Noun,Chaha,Afro-Asiatic
chi,87A,Noun-Adjective,Chimariko,Hokan
chk,87A,Adjective-Noun,Chukchi,Chukotko-Kamchatkan
chn,87A,Adjective-Noun,Chantyal,Sino-Tibetan
chq,87A,Noun-Adjective,Chinantec (Quiotepec),Oto-Manguean
chr,87A,Noun-Adjective,Chrau,Austro-Asiatic
chs,87A,No dominant order,Chin (Siyin),Sino-Tibetan
chv,87A,Adjective-Noun,Chuvash,Altaic
chw,87A,Noun-Adjective,Cham (Western),Austronesian
chx,87A,Adjective-Noun,Chontal (Huamelultec Oaxaca),Tequistlatecan
cic,87A,Noun-Adjective,Chichewa,Niger-Congo
ckl,87A,Adjective-Noun,Chinook (Lower),Penutian
cld,87A,Noun-Adjective,Chaldean (Modern),Afro-Asiatic
cle,87A,Noun-Adjective,Chinantec (Lealao),Oto-Manguean
cln,87A,Adjective-Noun,Cholón,Cholon
cme,87A,Noun-Adjective,Cham (Eastern),Austronesian
cmh,87A,No dominant order,Chemehuevi,Uto-Aztecan
cmn,87A,Adjective-Noun,Comanche,Uto-Aztecan
cmr,87A,Noun-Adjective,Chin (Mara),Sino-Tibetan
cmy,87A,Adjective-Noun,Chontal Maya,Mayan
cnl,87A,Noun-Adjective,Canela,Macro-Ge
cnm,87A,Noun-Adjective,Canamarí,Katukinan
cnt,87A,Adjective-Noun,Cantonese,Sino-Tibetan
coc,87A,Noun-Adjective,Cocama,Tupian
coo,87A,Adjective-Noun,Coos (Hanis),Oregon Coast
cop,87A,Noun-Adjective,Coptic,Afro-Asiatic
cor,87A,Noun-Adjective,Cora,Uto-Aztecan
cpl,87A,Noun-Adjective,Chinantec (Palantla),Oto-Manguean
cpn,87A,Adjective-Noun,Chepang,Sino-Tibetan
cpy,87A,Adjective-Noun,Chipaya,Uru-Chipaya
crn,87A,Noun-Adjective,Cornish,Indo-European
cro,87A,Noun-Adjective,Crow,Siouan
crp,87A,Noun-Adjective,Carapana,Tucanoan
cso,87A,Noun-Adjective,Chatino (Sierra Occidental),Oto-Manguean
cti,87A,Noun-Adjective,Chin (Tiddim),Sino-Tibetan
ctl,87A,Noun-Adjective,Catalan,Indo-European
ctw,87A,Noun-Adjective,Catawba,Siouan
cub,87A,Adjective-Noun,Cubeo,Tucanoan
cuc,87A,No dominant order,Cuica,Timote-Cuica
cui,87A,Noun-Adjective,Cuiba,Guahiban
cup,87A,Noun-Adjective,Cupeño,Uto-Aztecan
cya,87A,Noun-Adjective,Chatino (Yaitepec),Oto-Manguean
cze,87A,Adjective-Noun,Czech,Indo-European
dag,87A,Noun-Adjective,Daga,Dagan
dan,87A,Noun-Adjective,Dan,Mande
daw,87A,Noun-Adjective,Dâw,Nadahup
day,87A,Noun-Adjective,Day,Niger-Congo
ddj,87A,Noun-Adjective,Dadjriwalé,Niger-Congo
dds,87A,Noun-Adjective,Donno So,Dogon
deg,87A,No dominant order,Degema,Niger-Congo
der,87A,No dominant order,Dla (Proper),Senagi
des,87A,Adjective-Noun,Desano,Tucanoan
deu,87A,Adjective-Noun,Deuri,Sino-Tibetan
dga,87A,Noun-Adjective,Dagaare,Niger-Congo
dgb,87A,Noun-Adjective,Dagbani,Niger-Congo
dgo,87A,Noun-Adjective,Dongo,Niger-Congo
dgr,87A,Adjective-Noun,Dagur,Altaic
dha,87A,Noun-Adjective,Dhaasanac,Afro-Asiatic
dhi,87A,Adjective-Noun,Dhivehi,Indo-European
dhm,87A,Adjective-Noun,Dhimal,Sino-Tibetan
did,87A,Noun-Adjective,Didinga,Eastern Sudanic
die,87A,Only internally-headed relative clauses,Diegueño (Mesa Grande),Hokan
dig,87A,Noun-Adjective,Digaro,Sino-Tibetan
dim,87A,Noun-Adjective,Dime,Afro-Asiatic
din,87A,Noun-Adjective,Dinka,Eastern Sudanic
dio,87A,Noun-Adjective,Diola-Fogny,Niger-Congo
diy,87A,Noun-Adjective,Diyari,Pama-Nyungan
dji,87A,Noun-Adjective,Djingili,Mirndi
djm,87A,No dominant order,Djambarrpuyngu,Pama-Nyungan
djn,87A,Noun-Adjective,Djinang,Pama-Nyungan
djr,87A,No dominant order,Djaru,Pama-Nyungan
dlm,87A,No dominant order,Dla (Menggwa),Senagi
dma,87A,Noun-Adjective,Duma,Niger-Congo
dmi,87A,Adjective-Noun,Dumi,Sino-Tibetan
dmk,87A,Adjective-Noun,Domaaki,Indo-European
dms,87A,Noun-Adjective,Dimasa,Sino-Tibetan
dom,87A,Adjective-Noun,Domari,Indo-European
don,87A,Noun-Adjective,Dong (Southern),Tai-Kadai
doy,87A,Noun-Adjective,Doyayo,Niger-Congo
dre,87A,Noun-Adjective,Drehu,Austronesian
drg,87A,Adjective-Noun,Dargwa,Nakh-Daghestanian
drm,87A,Adjective-Noun,Darma,Sino-Tibetan
dsh,87A,Adjective-Noun,Danish,Indo-European
dua,87A,Noun-Adjective,Duala,Niger-Congo
duk,87A,Noun-Adjective,Duka,Niger-Congo
dul,87A,No dominant order,Dulong,Sino-Tibetan
dum,87A,Noun-Adjective,Dumo,Skou
dun,87A,Noun-Adjective,Duna,Trans-New Guinea
dut,87A,Adjective-Noun,Dutch,Indo-European
dyi,87A,Noun-Adjective,Dyirbal,Pama-Nyungan
edo,87A,Noun-Adjective,Edolo,Bosavi
ega,87A,Noun-Adjective,Ega,Niger-Congo
egn,87A,Noun-Adjective,Engenni,Niger-Congo
eip,87A,Adjective-Noun,Eipo,Trans-New Guinea
els,87A,Noun-Adjective,Elseng,Morwap
emb,87A,Noun-Adjective,Emberá (Northern),Choco
eme,87A,Noun-Adjective,Émérillon,Tupian
emm,87A,Noun-Adjective,Emmi,Western Daly
ene,87A,Adjective-Noun,Enets,Uralic
eng,87A,Adjective-Noun,English,Indo-European
eno,87A,Noun-Adjective,Enggano,Austronesian
epe,87A,Noun-Adjective,Epena Pedee,Choco
erk,87A,Noun-Adjective,Efate (South),Austronesian
err,87A,Noun-Adjective,Erromangan,Austronesian
ese,87A,Noun-Adjective,Ese Ejja,Tacanan
esm,87A,No dominant order,Esmeraldeño,Tacame
est,87A,Adjective-Noun,Estonian,Uralic
eve,87A,Adjective-Noun,Evenki,Altaic
evn,87A,Adjective-Noun,Even,Altaic
ewe,87A,Noun-Adjective,Ewe,Niger-Congo
ewo,87A,Noun-Adjective,Ewondo,Niger-Congo
fas,87A,Noun-Adjective,Fasu,Trans-New Guinea
fij,87A,Noun-Adjective,Fijian,Austronesian
fin,87A,Adjective-Noun,Finnish,Uralic
foe,87A,Noun-Adjective,Foe,Trans-New Guinea
fon,87A,Noun-Adjective,Fongbe,Niger-Congo
for,87A,Adjective-Noun,Fore,Trans-New Guinea
fre,87A,Noun-Adjective,French,Indo-European
fri,87A,Adjective-Noun,Frisian,Indo-European
fua,87A,Noun-Adjective,Fulfulde (Adamawa),Niger-Congo
ful,87A,Noun-Adjective,Fulniô,Yaté
fut,87A,Noun-Adjective,Futuna-Aniwa,Austronesian
fye,87A,Noun-Adjective,Fyem,Niger-Congo
ga,87A,Noun-Adjective,Gã,Niger-Congo
gae,87A,Noun-Adjective,Gaelic (Scots),Indo-European
gah,87A,No dominant order,Gahuku,Trans-New Guinea
gal,87A,Adjective-Noun,Galo,Sino-Tibetan
gam,87A,Adjective-Noun,Gamo,Afro-Asiatic
gar,87A,Noun-Adjective,Garo,Sino-Tibetan
gav,87A,Noun-Adjective,Gavião,Tupian
gbb,87A,Adjective-Noun,Gbeya Bossangoa,Niger-Congo
gbs,87A,Adjective-Noun,Gbaya (Southwest),Niger-Congo
gdb,87A,Adjective-Noun,Gutob,Austro-Asiatic
gds,87A,Adjective-Noun,Gadsup,Trans-New Guinea
gel,87A,Noun-Adjective,Gela,Austronesian
geo,87A,Adjective-Noun,Georgian,Kartvelian
ger,87A,Adjective-Noun,German,Indo-European
ggu,87A,Noun-Adjective,Gureng Gureng,Pama-Nyungan
ghr,87A,Noun-Adjective,Bunan,Sino-Tibetan
gid,87A,Adjective-Noun,Gidabal,Pama-Nyungan
gil,87A,Adjective-Noun,Gilaki,Indo-European
gim,87A,No dominant order,Gimira,Afro-Asiatic
git,87A,Adjective-Noun,Gitksan,Penutian
gjj,87A,Noun-Adjective,Guajajara,Tupian
gku,87A,Noun-Adjective,Gününa Küne,Chon
gla,87A,Noun-Adjective,Gelao,Tai-Kadai
gln,87A,Noun-Adjective,Golin,Trans-New Guinea
gmw,87A,Noun-Adjective,Gumawana,Austronesian
gnb,87A,Adjective-Noun,Gunbalang,Gunwinyguan
gnd,87A,Noun-Adjective,Ga'anda,Afro-Asiatic
gnn,87A,Noun-Adjective,Gunin,Worrorran
goa,87A,Noun-Adjective,Goajiro,Arawakan
god,87A,Adjective-Noun,Godoberi,Nakh-Daghestanian
goe,87A,Noun-Adjective,Goemai,Afro-Asiatic
gok,87A,Adjective-Noun,Gokana,Niger-Congo
gon,87A,Adjective-Noun,Gondi,Dravidian
goo,87A,Noun-Adjective,Gooniyandi,Bunuban
grb,87A,Noun-Adjective,Grebo,Niger-Congo
grf,87A,Noun-Adjective,Garífuna,Arawakan
grg,87A,No dominant order,Gurr-goni,Mangrida
grj,87A,No dominant order,Guarijío,Uto-Aztecan
grk,87A,Adjective-Noun,Greek (Modern),Indo-European
grr,87A,Noun-Adjective,Garrwa,Garrwan
grw,87A,Noun-Adjective,Greenlandic (West),Eskimo-Aleut
gua,87A,Noun-Adjective,Guaraní,Tupian
gud,87A,Adjective-Noun,Gude,Afro-Asiatic
gug,87A,Noun-Adjective,Gugada,Pama-Nyungan
guh,87A,Noun-Adjective,Guhu-Samane,Trans-New Guinea
guj,87A,Adjective-Noun,Gujarati,Indo-European
gul,87A,Noun-Adjective,Gula (in Central African Republic),Central Sudanic
gum,87A,No dominant order,Gumbaynggir,Pama-Nyungan
gur,87A,Adjective-Noun,Gurung,Sino-Tibetan
guu,87A,Noun-Adjective,Guugu Yimidhirr,Pama-Nyungan
guw,87A,Noun-Adjective,Gungbe,Niger-Congo
gwa,87A,Noun-Adjective,Gwari,Niger-Congo
gyc,87A,Noun-Adjective,Gyarong (Cogtse),Sino-Tibetan
hal,87A,Noun-Adjective,Halia,Austronesian
ham,87A,Noun-Adjective,Hamtai,Trans-New Guinea
han,87A,No dominant order,Hani,Sino-Tibetan
har,87A,Noun-Adjective,Haruai,Piawi
hat,87A,Noun-Adjective,Hatam,West Papuan
hau,87A,Adjective-Noun,Hausa,Afro-Asiatic
haw,87A,Noun-Adjective,Hawaiian,Austronesian
hay,87A,Adjective-Noun,Hayu,Sino-Tibetan
hdi,87A,Noun-Adjective,Hdi,Afro-Asiatic
heb,87A,Noun-Adjective,Hebrew (Modern),Afro-Asiatic
heh,87A,Noun-Adjective,Hehe,Niger-Congo
hei,87A,Adjective-Noun,Heiltsuk,Wakashan
hem,87A,Noun-Adjective,Hemba,Niger-Congo
hhu,87A,Adjective-Noun,Hanga Hundi,Sepik
hid,87A,Noun-Adjective,Hidatsa,Siouan
hil,87A,No dominant order,Hiligaynon,Austronesian
hin,87A,Adjective-Noun,Hindi,Indo-European
hix,87A,Noun-Adjective,Hixkaryana,Cariban
hlp,87A,Noun-Adjective,Hualapai,Hokan
hlu,87A,Adjective-Noun,Halkomelem (Upriver),Salishan
hma,87A,Noun-Adjective,Hmar,Sino-Tibetan
hmi,87A,Adjective-Noun,Huitoto (Minica),Huitotoan
hmo,87A,Noun-Adjective,Hmong Njua,Hmong-Mien
hna,87A,Noun-Adjective,Mina,Afro-Asiatic
hnd,87A,Noun-Adjective,Hunde,Niger-Congo
ho,87A,Adjective-Noun,Ho,Austro-Asiatic
hoa,87A,Noun-Adjective,Hoava,Austronesian
hol,87A,Noun-Adjective,Holoholo,Niger-Congo
hop,87A,Adjective-Noun,Hopi,Uto-Aztecan
hpd,87A,Noun-Adjective,Hup,Nadahup
htc,87A,Adjective-Noun,Huastec,Mayan
hua,87A,Adjective-Noun,Hua,Trans-New Guinea
huc,87A,Noun-Adjective,=|Hoan,Kxa
hum,87A,Adjective-Noun,Huitoto (Murui),Huitotoan
hun,87A,Adjective-Noun,Hungarian,Uralic
hup,87A,Noun-Adjective,Hupa,Na-Dene
hve,87A,Adjective-Noun,Huave (San Mateo del Mar),Huavean
hwr,87A,Noun-Adjective,Hawrami,Indo-European
hya,87A,Noun-Adjective,Haya,Niger-Congo
hzb,87A,Adjective-Noun,Hunzib,Nakh-Daghestanian
iaa,87A,Adjective-Noun,Iaai,Austronesian
iba,87A,Noun-Adjective,Iban,Austronesian
ice,87A,Adjective-Noun,Icelandic,Indo-European
idn,87A,Noun-Adjective,Iduna,Austronesian
idu,87A,Adjective-Noun,Idu,Sino-Tibetan
ifm,87A,Noun-Adjective,Ifumu,Niger-Congo
ifu,87A,Adjective-Noun,Ifugao (Batad),Austronesian
igb,87A,Noun-Adjective,Igbo,Niger-Congo
ige,87A,Noun-Adjective,Igede,Niger-Congo
igs,87A,Noun-Adjective,Ingessana,Eastern Sudanic
ijo,87A,Adjective-Noun,Ijo (Kolokuma),Ijoid
ik,87A,Noun-Adjective,Ik,Eastern Sudanic
ika,87A,Noun-Adjective,Ika,Chibchan
ila,87A,Noun-Adjective,Ila,Niger-Congo
ilo,87A,Adjective-Noun,Ilocano,Austronesian
imo,87A,Noun-Adjective,Imonda,Border
ina,87A,Noun-Adjective,Inanwatan,South Bird's Head
ind,87A,Noun-Adjective,Indonesian,Austronesian
ing,87A,Adjective-Noun,Ingush,Nakh-Daghestanian
inn,87A,Noun-Adjective,Innamincka,Pama-Nyungan
iqu,87A,Noun-Adjective,Iquito,Zaparoan
iri,87A,Noun-Adjective,Irish,Indo-European
irq,87A,Noun-Adjective,Iraqw,Afro-Asiatic
irr,87A,Noun-Adjective,Irarutu,Austronesian
isa,87A,Noun-Adjective,I'saka,Skou
ita,87A,Noun-Adjective,Italian,Indo-European
ite,87A,No dominant order,Itelmen,Chukotko-Kamchatkan
iwa,87A,Adjective-Noun,Iwaidja,Iwaidjan
izi,87A,No dominant order,Izi,Niger-Congo
jab,87A,Noun-Adjective,Jabêm,Austronesian
jad,87A,Noun-Adjective,Jad,Sino-Tibetan
jak,87A,Adjective-Noun,Jakaltek,Mayan
jam,87A,No dominant order,Jaminjung,Mirndi
jaq,87A,Adjective-Noun,Jaqaru,Aymaran
jar,87A,Noun-Adjective,Izere,Niger-Congo
jbt,87A,Noun-Adjective,Jabutí,Macro-Ge
jeb,87A,Adjective-Noun,Jebero,Cahuapanan
jel,87A,Noun-Adjective,Jeli,Mande
jin,87A,Noun-Adjective,Jino,Sino-Tibetan
jiv,87A,Adjective-Noun,Jivaro,Jivaroan
jlu,87A,Noun-Adjective,Luwo,Eastern Sudanic
jmo,87A,Noun-Adjective,Jur Mödö,Central Sudanic
jms,87A,Noun-Adjective,Jamsay,Dogon
jng,87A,Noun-Adjective,Jingpho,Sino-Tibetan
joh,87A,Adjective-Noun,Johari,Sino-Tibetan
jrw,87A,Noun-Adjective,Jarawa (in Andamans),South Andamanese
jug,87A,No dominant order,Jugli,Sino-Tibetan
juh,87A,Noun-Adjective,Ju|'hoan,Kxa
juk,87A,Noun-Adjective,Jukun,Niger-Congo
jva,87A,Noun-Adjective,Karajá,Macro-Ge
kaa,87A,Noun-Adjective,Karó (Arára),Tupian
kac,87A,No dominant order,Kachari,Sino-Tibetan
kae,87A,Noun-Adjective,Kaki Ae,Eleman
kam,87A,Noun-Adjective,Kambera,Austronesian
kan,87A,No dominant order,Kana,Niger-Congo
kar,87A,Noun-Adjective,Kara (in Central African Republic),Central Sudanic
kas,87A,Adjective-Noun,Kashmiri,Indo-European
